법정동코드,시군구명,읍면동명,리명,계,남자,여자,0~9세 유아 인구,30~40대 부모 인구,시군명,구명
4183033021,양평군,양서면,양수리,3475,1668,1807,131,674,양평군,
4183033022,양평군,양서면,용담리,2317,1130,1187,97,507,양평군,
4183033023,양평군,양서면,부용리,659,350,309,19,119,양평군,
4183033024,양평군,양서면,목왕리,1140,536,604,63,239,양평군,
4183033025,양평군,양서면,신원리,710,368,342,37,112,양평군,
4183033026,양평군,양서면,도곡리,262,131,131,9,41,양평군,
4183033027,양평군,양서면,대심리,665,323,342,25,127,양평군,
4183033028,양평군,양서면,국수리,1696,832,864,72,324,양평군,
4183033029,양평군,양서면,복포리,1310,660,650,58,271,양평군,
4183033030,양평군,양서면,청계리,564,289,275,24,99,양평군,
4183033031,양평군,양서면,증동리,1072,541,531,45,198,양평군,
4183034021,양평군,옥천면,옥천리,2718,1378,1340,149,595,양평군,
4183034022,양평군,옥천면,용천리,1953,992,961,78,381,양평군,
4183034023,양평군,옥천면,신복리,1792,879,913,67,320,양평군,
4183034024,양평군,옥천면,아신리,1554,828,726,55,320,양평군,
4183035021,양평군,서종면,문호리,4195,2045,2150,222,913,양평군,
4183035022,양평군,서종면,도장리,841,411,430,48,198,양평군,
4183035023,양평군,서종면,수능리,1312,645,667,56,252,양평군,
4183035024,양평군,서종면,서후리,721,349,372,14,103,양평군,
4183035025,양평군,서종면,정배리,776,401,375,35,162,양평군,
4183035026,양평군,서종면,명달리,421,216,205,10,64,양평군,
4183035027,양평군,서종면,노문리,289,139,150,9,60,양평군,
4183035028,양평군,서종면,수입리,1309,688,621,52,270,양평군,
4183036021,양평군,단월면,보룡리,618,313,305,21,81,양평군,
4183036022,양평군,단월면,삼가리,364,195,169,11,46,양평군,
4183036023,양평군,단월면,봉상리,518,273,245,7,76,양평군,
4183036024,양평군,단월면,향소리,510,267,243,15,79,양평군,
4183036025,양평군,단월면,덕수리,432,224,208,5,107,양평군,
4183036026,양평군,단월면,부안리,530,278,252,14,70,양평군,
4183036027,양평군,단월면,명성리,343,179,164,3,52,양평군,
4183036028,양평군,단월면,석산리,250,119,131,1,39,양평군,
4183036029,양평군,단월면,산음리,365,183,182,4,54,양평군,
4183037021,양평군,청운면,용두리,847,440,407,16,120,양평군,
4183037022,양평군,청운면,여물리,328,153,175,7,45,양평군,
4183037023,양평군,청운면,비룡리,391,193,198,8,54,양평군,
4183037024,양평군,청운면,가현리,404,216,188,9,67,양평군,
4183037025,양평군,청운면,갈운리,690,365,325,12,79,양평군,
4183037026,양평군,청운면,도원리,54,26,28,0,9,양평군,
4183037027,양평군,청운면,신론리,485,262,223,7,60,양평군,
4183037028,양평군,청운면,삼성리,283,148,135,1,25,양평군,
4183037029,양평군,청운면,다대리,232,115,117,5,29,양평군,
4183038021,양평군,양동면,쌍학리,822,428,394,27,126,양평군,
4183038022,양평군,양동면,석곡리,399,200,199,9,44,양평군,
4183038023,양평군,양동면,매월리,472,239,233,6,51,양평군,
4183038024,양평군,양동면,고송리,509,260,249,17,66,양평군,
4183038025,양평군,양동면,금왕리,433,227,206,8,48,양평군,
4183038026,양평군,양동면,계정리,604,315,289,14,86,양평군,
4183038027,양평군,양동면,삼산리,653,324,329,12,98,양평군,
4183038028,양평군,양동면,단석리,597,277,320,3,68,양평군,
4183039521,양평군,지평면,지평리,1212,615,597,44,194,양평군,
4183039522,양평군,지평면,송현리,887,452,435,31,139,양평군,
4183039523,양평군,지평면,월산리,816,419,397,21,91,양평군,
4183039524,양평군,지평면,망미리,636,322,314,8,79,양평군,
4183039525,양평군,지평면,무왕리,432,214,218,3,44,양평군,
4183039526,양평군,지평면,일신리,677,347,330,12,83,양평군,
4183039527,양평군,지평면,대평리,367,216,151,4,40,양평군,
4183039528,양평군,지평면,곡수리,427,211,216,10,69,양평군,
4183039529,양평군,지평면,수곡리,467,231,236,19,61,양평군,
4183039530,양평군,지평면,옥현리,705,345,360,22,92,양평군,
4183040021,양평군,용문면,마룡리,2401,1255,1146,304,851,양평군,
4183040022,양평군,용문면,화전리,970,530,440,34,153,양평군,
4183040023,양평군,용문면,삼성리,1115,566,549,29,180,양평군,
4183040024,양평군,용문면,다문리,7495,3648,3847,350,1645,양평군,
4183040025,양평군,용문면,연수리,988,481,507,16,125,양평군,
4183040026,양평군,용문면,금곡리,713,374,339,19,121,양평군,
4183040027,양평군,용문면,광탄리,1126,563,563,37,173,양평군,
4183040028,양평군,용문면,망능리,394,192,202,16,68,양평군,
4183040029,양평군,용문면,중원리,704,342,362,28,118,양평군,
4183040030,양평군,용문면,조현리,828,436,392,43,175,양평군,
4183040031,양평군,용문면,덕촌리,759,372,387,20,108,양평군,
4183040032,양평군,용문면,오촌리,265,132,133,9,39,양평군,
4183040033,양평군,용문면,신점리,576,290,286,13,88,양평군,
4183041021,양평군,개군면,하자포리,870,435,435,36,165,양평군,
4183041022,양평군,개군면,구미리,128,61,67,5,20,양평군,
4183041023,양평군,개군면,앙덕리,369,194,175,13,84,양평군,
4183041024,양평군,개군면,석장리,465,236,229,8,72,양평군,
4183041025,양평군,개군면,공세리,654,324,330,15,105,양평군,
4183041026,양평군,개군면,불곡리,301,164,137,12,46,양평군,
4183041027,양평군,개군면,부리,578,299,279,22,97,양평군,
4183041028,양평군,개군면,자연리,238,127,111,10,37,양평군,
4183041029,양평군,개군면,내리,266,138,128,2,36,양평군,
4183041030,양평군,개군면,향리,147,79,68,2,26,양평군,
4183041031,양평군,개군면,주읍리,205,94,111,1,20,양평군,
4183041032,양평군,개군면,계전리,402,210,192,6,50,양평군,
4183041033,양평군,개군면,상자포리,475,250,225,13,74,양평군,
