법정동코드,시군구명,읍면동명,리명,계,남자,여자,0~9세 유아 인구,30~40대 부모 인구,시군명,구명
4111112900,수원시 장안구,파장동,,18545,9341,9204,1016,5181,수원시,장안구
4111113000,수원시 장안구,정자동,,94570,46361,48209,6588,28211,수원시,장안구
4111113100,수원시 장안구,이목동,,6178,3101,3077,386,1782,수원시,장안구
4111113200,수원시 장안구,율전동,,26840,14357,12483,1114,7004,수원시,장안구
4111113300,수원시 장안구,천천동,,29265,14962,14303,1701,7976,수원시,장안구
4111113400,수원시 장안구,영화동,,17987,9192,8795,494,4334,수원시,장안구
4111113500,수원시 장안구,송죽동,,18142,9009,9133,690,4953,수원시,장안구
4111113600,수원시 장안구,조원동,,45285,22255,23030,2058,11466,수원시,장안구
4111113700,수원시 장안구,연무동,,16527,8472,8055,606,4284,수원시,장안구
4111113800,수원시 장안구,상광교동,,210,117,93,6,32,수원시,장안구
4111113900,수원시 장안구,하광교동,,492,259,233,47,62,수원시,장안구
4111312600,수원시 권선구,세류동,,48977,25002,23975,1821,14011,수원시,권선구
4111312700,수원시 권선구,평동,,2336,1269,1067,94,684,수원시,권선구
4111312800,수원시 권선구,고색동,,15538,8057,7481,629,4113,수원시,권선구
4111312900,수원시 권선구,오목천동,,22815,11160,11655,1756,7051,수원시,권선구
4111313000,수원시 권선구,평리동,,63,48,15,2,25,수원시,권선구
4111313100,수원시 권선구,서둔동,,17735,8940,8795,873,5198,수원시,권선구
4111313200,수원시 권선구,구운동,,22686,11531,11155,856,5952,수원시,권선구
4111313300,수원시 권선구,탑동,,19511,10064,9447,755,5365,수원시,권선구
4111313400,수원시 권선구,금곡동,,44608,21883,22725,3107,13774,수원시,권선구
4111313500,수원시 권선구,호매실동,,44039,21764,22275,4555,15722,수원시,권선구
4111313600,수원시 권선구,곡반정동,,23671,13070,10601,1652,9860,수원시,권선구
4111313700,수원시 권선구,권선동,,80683,40233,40450,4830,25801,수원시,권선구
4111313800,수원시 권선구,장지동,,128,65,63,1,31,수원시,권선구
4111313900,수원시 권선구,대황교동,,33,23,10,0,9,수원시,권선구
4111314000,수원시 권선구,입북동,,7256,3703,3553,509,2221,수원시,권선구
4111314100,수원시 권선구,당수동,,12383,6261,6122,1138,4547,수원시,권선구
4111512000,수원시 팔달구,팔달로1가,,362,225,137,3,66,수원시,팔달구
4111512100,수원시 팔달구,팔달로2가,,234,164,70,3,48,수원시,팔달구
4111512200,수원시 팔달구,팔달로3가,,398,250,148,10,89,수원시,팔달구
4111512300,수원시 팔달구,남창동,,911,481,430,23,210,수원시,팔달구
4111512400,수원시 팔달구,영동,,158,85,73,3,22,수원시,팔달구
4111512500,수원시 팔달구,중동,,493,300,193,7,170,수원시,팔달구
4111512600,수원시 팔달구,구천동,,1198,606,592,11,370,수원시,팔달구
4111512700,수원시 팔달구,남수동,,1028,528,500,29,227,수원시,팔달구
4111512800,수원시 팔달구,매향동,,1324,645,679,53,295,수원시,팔달구
4111512900,수원시 팔달구,북수동,,1075,576,499,17,227,수원시,팔달구
4111513000,수원시 팔달구,신풍동,,1320,677,643,21,295,수원시,팔달구
4111513100,수원시 팔달구,장안동,,643,300,343,15,150,수원시,팔달구
4111513200,수원시 팔달구,교동,,1771,908,863,59,502,수원시,팔달구
4111513300,수원시 팔달구,매교동,,19933,10076,9857,2574,7988,수원시,팔달구
4111513400,수원시 팔달구,매산로1가,,961,639,322,8,307,수원시,팔달구
4111513500,수원시 팔달구,매산로2가,,5874,3222,2652,203,1710,수원시,팔달구
4111513600,수원시 팔달구,매산로3가,,3050,1591,1459,102,811,수원시,팔달구
4111513700,수원시 팔달구,고등동,,19186,9582,9604,1549,6341,수원시,팔달구
4111513800,수원시 팔달구,화서동,,45050,22008,23042,2253,11979,수원시,팔달구
4111513900,수원시 팔달구,지동,,9453,4817,4636,228,2111,수원시,팔달구
4111514000,수원시 팔달구,우만동,,34819,17447,17372,1295,9391,수원시,팔달구
4111514100,수원시 팔달구,인계동,,45070,22652,22418,2464,16135,수원시,팔달구
4111710100,수원시 영통구,매탄동,,78750,39741,39009,3719,23468,수원시,영통구
4111710200,수원시 영통구,원천동,,45512,22922,22590,4168,16850,수원시,영통구
4111710300,수원시 영통구,이의동,,53800,26307,27493,4110,19441,수원시,영통구
4111710400,수원시 영통구,하동,,28429,13678,14751,2525,10389,수원시,영통구
4111710500,수원시 영통구,영통동,,79746,40059,39687,5228,26964,수원시,영통구
4111710600,수원시 영통구,신동,,7946,4447,3499,452,3003,수원시,영통구
4111710700,수원시 영통구,망포동,,66503,33519,32984,7753,24739,수원시,영통구
4113110100,성남시 수정구,신흥동,,54600,27608,26992,3601,17331,성남시,수정구
4113110200,성남시 수정구,태평동,,50886,26118,24768,1412,13194,성남시,수정구
4113110300,성남시 수정구,수진동,,25602,13189,12413,655,6272,성남시,수정구
4113110400,성남시 수정구,단대동,,14303,7042,7261,684,3995,성남시,수정구
4113110500,성남시 수정구,산성동,,4520,2266,2254,184,1162,성남시,수정구
4113110600,성남시 수정구,양지동,,9047,4472,4575,297,2166,성남시,수정구
4113110700,성남시 수정구,복정동,,10242,5777,4465,378,3579,성남시,수정구
4113110800,성남시 수정구,창곡동,,45659,22108,23551,4330,15473,성남시,수정구
4113110900,성남시 수정구,신촌동,,685,348,337,36,176,성남시,수정구
4113111000,성남시 수정구,오야동,,763,375,388,33,188,성남시,수정구
4113111100,성남시 수정구,심곡동,,3062,1667,1395,367,1143,성남시,수정구
4113111200,성남시 수정구,고등동,,10868,5314,5554,1191,4211,성남시,수정구
4113111300,성남시 수정구,상적동,,833,409,424,25,205,성남시,수정구
4113111500,성남시 수정구,시흥동,,1707,915,792,56,658,성남시,수정구
4113111600,성남시 수정구,금토동,,809,419,390,17,276,성남시,수정구
4113111700,성남시 수정구,사송동,,903,483,420,50,264,성남시,수정구
4113310100,성남시 중원구,성남동,,32252,16857,15395,994,9888,성남시,중원구
4113310300,성남시 중원구,금광동,,43611,21449,22162,3250,14562,성남시,중원구
4113310400,성남시 중원구,은행동,,30760,15169,15591,1044,7895,성남시,중원구
4113310500,성남시 중원구,상대원동,,37943,19844,18099,1398,10285,성남시,중원구
4113310600,성남시 중원구,여수동,,10308,5026,5282,937,3914,성남시,중원구
4113310700,성남시 중원구,도촌동,,15092,7271,7821,915,3855,성남시,중원구
4113310800,성남시 중원구,갈현동,,578,302,276,24,138,성남시,중원구
4113310900,성남시 중원구,하대원동,,19201,9648,9553,975,5109,성남시,중원구
4113313200,성남시 중원구,중앙동,,16667,8478,8189,1373,5451,성남시,중원구
4113510100,성남시 분당구,분당동,,24408,12035,12373,1449,6921,성남시,분당구
4113510200,성남시 분당구,수내동,,41589,20187,21402,2830,12996,성남시,분당구
4113510300,성남시 분당구,정자동,,75078,36176,38902,4233,24317,성남시,분당구
4113510400,성남시 분당구,율동,,1143,564,579,119,405,성남시,분당구
4113510500,성남시 분당구,서현동,,47121,23013,24108,2781,14060,성남시,분당구
4113510600,성남시 분당구,이매동,,37792,18493,19299,2609,10669,성남시,분당구
4113510700,성남시 분당구,야탑동,,58475,28516,29959,3549,17741,성남시,분당구
4113510800,성남시 분당구,판교동,,22608,11076,11532,2314,7510,성남시,분당구
4113510900,성남시 분당구,삼평동,,23747,11520,12227,2075,7658,성남시,분당구
4113511000,성남시 분당구,백현동,,30380,14605,15775,2092,8854,성남시,분당구
4113511100,성남시 분당구,금곡동,,24739,11638,13101,1486,7539,성남시,분당구
4113511200,성남시 분당구,궁내동,,2172,1068,1104,93,574,성남시,분당구
4113511300,성남시 분당구,동원동,,657,347,310,17,179,성남시,분당구
4113511400,성남시 분당구,구미동,,43675,20806,22869,2423,12957,성남시,분당구
4113511500,성남시 분당구,운중동,,20644,10039,10605,1684,6447,성남시,분당구
4113511600,성남시 분당구,대장동,,16366,8042,8324,2459,6724,성남시,분당구
4113511700,성남시 분당구,석운동,,237,116,121,5,44,성남시,분당구
4113511800,성남시 분당구,하산운동,,75,28,47,11,23,성남시,분당구
4115010100,의정부시,의정부동,,63596,31918,31678,3168,20121,의정부시,
4115010200,의정부시,호원동,,66153,31892,34261,2934,16265,의정부시,
4115010300,의정부시,장암동,,18518,8826,9692,908,4615,의정부시,
4115010400,의정부시,신곡동,,85627,41587,44040,4632,21882,의정부시,
4115010500,의정부시,용현동,,30402,14843,15559,1847,8250,의정부시,
4115010600,의정부시,민락동,,50031,24649,25382,4002,15201,의정부시,
4115010700,의정부시,낙양동,,25793,12383,13410,2143,7995,의정부시,
4115010800,의정부시,자일동,,314,173,141,12,52,의정부시,
4115010900,의정부시,금오동,,24842,12112,12730,1254,6082,의정부시,
4115011000,의정부시,가능동,,47910,24186,23724,2248,12076,의정부시,
4115011100,의정부시,녹양동,,19394,9596,9798,804,4679,의정부시,
4115011200,의정부시,고산동,,9621,4852,4769,931,3702,의정부시,
4115011300,의정부시,산곡동,,19320,9597,9723,3297,8031,의정부시,
4117110100,안양시 만안구,안양동,,139072,69338,69734,7753,41176,안양시,만안구
4117110200,안양시 만안구,석수동,,59244,29485,29759,2979,15390,안양시,만안구
4117110300,안양시 만안구,박달동,,33970,16960,17010,1887,9094,안양시,만안구
4117310100,안양시 동안구,비산동,,86112,41551,44561,6418,26804,안양시,동안구
4117310200,안양시 동안구,관양동,,76600,37711,38889,3761,23391,안양시,동안구
4117310300,안양시 동안구,평촌동,,53233,26108,27125,4100,16458,안양시,동안구
4117310400,안양시 동안구,호계동,,111768,54988,56780,8891,35432,안양시,동안구
4119210100,부천시 원미구,원미동,,27876,13940,13936,1184,7224,부천시,원미구
4119210200,부천시 원미구,심곡동,,41053,21238,19815,1561,12373,부천시,원미구
4119210300,부천시 원미구,춘의동,,13691,6833,6858,595,3780,부천시,원미구
4119210400,부천시 원미구,도당동,,20587,10437,10150,847,5142,부천시,원미구
4119210500,부천시 원미구,약대동,,16681,8333,8348,1168,4901,부천시,원미구
4119210600,부천시 원미구,소사동,,5931,2818,3113,141,1384,부천시,원미구
4119210700,부천시 원미구,역곡동,,33026,16145,16881,1404,8759,부천시,원미구
4119210800,부천시 원미구,중동,,130641,62588,68053,7653,40560,부천시,원미구
4119210900,부천시 원미구,상동,,99312,48437,50875,6482,29549,부천시,원미구
4119410100,부천시 소사구,소사본동,,52808,25903,26905,2786,14298,부천시,소사구
4119410200,부천시 소사구,심곡본동,,30174,15007,15167,924,7757,부천시,소사구
4119410300,부천시 소사구,범박동,,30407,14906,15501,3193,10454,부천시,소사구
4119410400,부천시 소사구,괴안동,,40406,19549,20857,1942,11201,부천시,소사구
4119410500,부천시 소사구,송내동,,44305,21645,22660,2190,12286,부천시,소사구
4119410600,부천시 소사구,옥길동,,29100,14379,14721,3022,10637,부천시,소사구
4119410700,부천시 소사구,계수동,,5,5,0,0,0,부천시,소사구
4119610100,부천시 오정구,오정동,,20746,10810,9936,985,5729,부천시,오정구
4119610200,부천시 오정구,여월동,,18845,9250,9595,833,4416,부천시,오정구
4119610300,부천시 오정구,작동,,9526,4818,4708,398,2325,부천시,오정구
4119610400,부천시 오정구,원종동,,47345,23557,23788,1748,11869,부천시,오정구
4119610500,부천시 오정구,고강동,,37887,18923,18964,1271,9403,부천시,오정구
4119610600,부천시 오정구,대장동,,320,167,153,5,58,부천시,오정구
4119610700,부천시 오정구,삼정동,,8107,4378,3729,343,2094,부천시,오정구
4119610800,부천시 오정구,내동,,8575,4447,4128,376,2353,부천시,오정구
4121010100,광명시,광명동,,73538,35936,37602,4400,21557,광명시,
4121010200,광명시,철산동,,60921,30064,30857,4121,17899,광명시,
4121010300,광명시,하안동,,68024,32828,35196,3909,20089,광명시,
4121010400,광명시,소하동,,55223,27008,28215,3100,14512,광명시,
4121010500,광명시,노온사동,,1004,561,443,18,185,광명시,
4121010600,광명시,일직동,,21498,10706,10792,1980,8194,광명시,
4121010700,광명시,가학동,,708,394,314,14,136,광명시,
4121010800,광명시,옥길동,,563,311,252,13,93,광명시,
4122010100,평택시,서정동,,34515,18441,16074,1254,9763,평택시,
4122010200,평택시,장당동,,9698,5232,4466,588,2827,평택시,
4122010300,평택시,모곡동,,384,272,112,5,120,평택시,
4122010400,평택시,칠괴동,,1183,717,466,47,353,평택시,
4122010500,평택시,칠원동,,13051,6572,6479,2012,5925,평택시,
4122010600,평택시,도일동,,744,418,326,22,141,평택시,
4122010700,평택시,가재동,,2475,1385,1090,106,663,평택시,
4122010800,평택시,장안동,,5718,2858,2860,401,1591,평택시,
4122010900,평택시,이충동,,23594,11974,11620,958,5788,평택시,
4122011000,평택시,지산동,,22174,11684,10490,989,6575,평택시,
4122011100,평택시,독곡동,,8016,3984,4032,354,1973,평택시,
4122011200,평택시,신장동,,14310,7795,6515,619,4574,평택시,
4122011300,평택시,평택동,,5294,3020,2274,103,1531,평택시,
4122011400,평택시,통복동,,9741,5104,4637,520,2855,평택시,
4122011500,평택시,군문동,,3552,1758,1794,126,973,평택시,
4122011600,평택시,유천동,,642,349,293,17,133,평택시,
4122011700,평택시,합정동,,16063,8435,7628,532,4147,평택시,
4122011800,평택시,비전동,,57543,28540,29003,3030,15789,평택시,
4122011900,평택시,동삭동,,45530,23759,21771,5807,19380,평택시,
4122012000,평택시,세교동,,30028,15064,14964,2628,9300,평택시,
4122012100,평택시,지제동,,5969,3123,2846,721,2232,평택시,
4122012200,평택시,신대동,,1231,774,457,23,398,평택시,
4122012300,평택시,소사동,,13845,6798,7047,1630,5028,평택시,
4122012400,평택시,용이동,,41516,21621,19895,4666,15431,평택시,
4122012500,평택시,월곡동,,527,281,246,21,108,평택시,
4122012600,평택시,청룡동,,418,231,187,15,71,평택시,
4122012700,평택시,죽백동,,19024,9490,9534,2124,6831,평택시,
4122012800,평택시,고덕동,,54767,28976,25791,8775,25704,평택시,
4122025000,평택시,팽성읍,,14,7,7,0,2,평택시,
4122025021,평택시,팽성읍,객사리,4054,2298,1756,157,1185,평택시,
4122025022,평택시,팽성읍,남산리,1460,822,638,74,398,평택시,
4122025023,평택시,팽성읍,추팔리,452,263,189,8,110,평택시,
4122025024,평택시,팽성읍,노와리,701,360,341,21,128,평택시,
4122025025,평택시,팽성읍,평궁리,652,336,316,22,124,평택시,
4122025026,평택시,팽성읍,신궁리,301,163,138,1,40,평택시,
4122025027,평택시,팽성읍,두리,604,332,272,24,132,평택시,
4122025028,평택시,팽성읍,신호리,142,70,72,5,21,평택시,
4122025029,평택시,팽성읍,근내리,1174,603,571,75,296,평택시,
4122025030,평택시,팽성읍,석봉리,146,76,70,4,25,평택시,
4122025031,평택시,팽성읍,원정리,382,198,184,36,102,평택시,
4122025032,평택시,팽성읍,도두리,106,59,47,1,14,평택시,
4122025033,평택시,팽성읍,함정리,179,94,85,4,31,평택시,
4122025034,평택시,팽성읍,신대리,549,290,259,5,87,평택시,
4122025035,평택시,팽성읍,본정리,519,271,248,10,114,평택시,
4122025036,평택시,팽성읍,노양리,228,123,105,9,35,평택시,
4122025037,평택시,팽성읍,노성리,149,82,67,3,23,평택시,
4122025038,평택시,팽성읍,두정리,642,328,314,10,110,평택시,
4122025039,평택시,팽성읍,석근리,299,164,135,13,73,평택시,
4122025040,평택시,팽성읍,대사리,436,234,202,31,99,평택시,
4122025041,평택시,팽성읍,안정리,5712,2906,2806,302,1364,평택시,
4122025042,평택시,팽성읍,동창리,188,80,108,7,57,평택시,
4122025043,평택시,팽성읍,내리,130,54,76,6,24,평택시,
4122025045,평택시,팽성읍,송화리,8196,4170,4026,480,2049,평택시,
4122025321,평택시,안중읍,안중리,5809,3468,2341,222,2038,평택시,
4122025322,평택시,안중읍,학현리,2914,1495,1419,119,966,평택시,
4122025323,평택시,안중읍,금곡리,1889,1043,846,58,459,평택시,
4122025324,평택시,안중읍,대반리,656,355,301,18,113,평택시,
4122025325,평택시,안중읍,삼정리,211,107,104,5,30,평택시,
4122025326,평택시,안중읍,용성리,268,142,126,1,33,평택시,
4122025327,평택시,안중읍,덕우리,338,182,156,3,61,평택시,
4122025328,평택시,안중읍,성해리,179,95,84,1,25,평택시,
4122025329,평택시,안중읍,송담리,6812,3551,3261,680,2423,평택시,
4122025330,평택시,안중읍,현화리,24069,12080,11989,1410,6336,평택시,
4122025621,평택시,포승읍,내기리,2059,1115,944,96,519,평택시,
4122025622,평택시,포승읍,도곡리,6940,4313,2627,361,2509,평택시,
4122025623,평택시,포승읍,원정리,6465,4166,2299,414,2424,평택시,
4122025624,평택시,포승읍,만호리,2273,1565,708,46,813,평택시,
4122025625,평택시,포승읍,희곡리,668,445,223,8,194,평택시,
4122025626,평택시,포승읍,신영리,518,295,223,8,73,평택시,
4122025627,평택시,포승읍,방림리,1049,568,481,41,231,평택시,
4122025628,평택시,포승읍,석정리,1890,1113,777,62,508,평택시,
4122025629,평택시,포승읍,홍원리,724,377,347,8,81,평택시,
4122025921,평택시,청북읍,현곡리,797,505,292,15,187,평택시,
4122025922,평택시,청북읍,삼계리,409,231,178,11,69,평택시,
4122025923,평택시,청북읍,고잔리,647,361,286,12,85,평택시,
4122025924,평택시,청북읍,옥길리,20739,10894,9845,2402,8096,평택시,
4122025925,평택시,청북읍,후사리,373,201,172,10,67,평택시,
4122025926,평택시,청북읍,토진리,470,259,211,8,68,평택시,
4122025927,평택시,청북읍,백봉리,253,140,113,0,34,평택시,
4122025928,평택시,청북읍,어연리,802,534,268,4,279,평택시,
4122025929,평택시,청북읍,율북리,347,199,148,4,57,평택시,
4122025930,평택시,청북읍,한산리,523,347,176,12,146,평택시,
4122025931,평택시,청북읍,어소리,272,146,126,7,39,평택시,
4122025932,평택시,청북읍,고렴리,429,265,164,7,62,평택시,
4122031021,평택시,진위면,봉남리,1236,714,522,31,264,평택시,
4122031022,평택시,진위면,마산리,634,334,300,33,142,평택시,
4122031023,평택시,진위면,은산리,592,311,281,8,88,평택시,
4122031024,평택시,진위면,동천리,491,273,218,7,73,평택시,
4122031025,평택시,진위면,고현리,45,23,22,1,11,평택시,
4122031026,평택시,진위면,청호리,418,330,88,3,179,평택시,
4122031027,평택시,진위면,갈곶리,1352,750,602,59,430,평택시,
4122031028,평택시,진위면,야막리,244,138,106,6,41,평택시,
4122031029,평택시,진위면,가곡리,1659,935,724,50,466,평택시,
4122031030,평택시,진위면,견산리,2510,1358,1152,56,696,평택시,
4122031031,평택시,진위면,하북리,1061,567,494,25,193,평택시,
4122031032,평택시,진위면,신리,444,242,202,15,70,평택시,
4122032021,평택시,서탄면,금암리,658,377,281,15,130,평택시,
4122032022,평택시,서탄면,사리,273,145,128,5,43,평택시,
4122032023,평택시,서탄면,수월암리,554,330,224,13,122,평택시,
4122032024,평택시,서탄면,내천리,508,281,227,9,94,평택시,
4122032025,평택시,서탄면,마두리,441,231,210,6,69,평택시,
4122032026,평택시,서탄면,회화리,221,109,112,0,38,평택시,
4122032027,평택시,서탄면,적봉리,56,27,29,0,9,평택시,
4122032028,평택시,서탄면,장등리,486,275,211,24,139,평택시,
4122032029,평택시,서탄면,금각리,226,127,99,15,63,평택시,
4122032030,평택시,서탄면,황구지리,3,3,0,0,0,평택시,
4122033021,평택시,고덕면,당현리,1042,627,415,39,283,평택시,
4122033022,평택시,고덕면,두릉리,562,306,256,23,145,평택시,
4122033023,평택시,고덕면,문곡리,502,279,223,6,86,평택시,
4122033024,평택시,고덕면,동청리,281,149,132,7,44,평택시,
4122033025,평택시,고덕면,해창리,572,318,254,16,120,평택시,
4122033026,평택시,고덕면,궁리,7893,4116,3777,659,2835,평택시,
4122033027,평택시,고덕면,동고리,803,488,315,10,211,평택시,
4122033028,평택시,고덕면,방축리,1125,651,474,28,258,평택시,
4122033029,평택시,고덕면,여염리,1,0,1,0,0,평택시,
4122033031,평택시,고덕면,좌교리,60,34,26,1,10,평택시,
4122034021,평택시,오성면,숙성리,2333,1213,1120,82,501,평택시,
4122034022,평택시,오성면,교포리,343,183,160,10,70,평택시,
4122034023,평택시,오성면,신리,494,267,227,11,76,평택시,
4122034024,평택시,오성면,안화리,307,152,155,0,53,평택시,
4122034025,평택시,오성면,양교리,486,277,209,5,83,평택시,
4122034026,평택시,오성면,죽리,1280,713,567,58,287,평택시,
4122034027,평택시,오성면,길음리,326,176,150,10,53,평택시,
4122034028,평택시,오성면,당거리,251,139,112,6,38,평택시,
4122034029,평택시,오성면,창내리,389,206,183,6,62,평택시,
4122037021,평택시,현덕면,도대리,423,239,184,15,80,평택시,
4122037022,평택시,현덕면,운정리,269,135,134,9,47,평택시,
4122037023,평택시,현덕면,화양리,120,64,56,0,18,평택시,
4122037024,평택시,현덕면,황산리,318,156,162,5,45,평택시,
4122037025,평택시,현덕면,인광리,2086,1135,951,158,615,평택시,
4122037026,평택시,현덕면,덕목리,531,289,242,12,82,평택시,
4122037027,평택시,현덕면,신왕리,141,73,68,4,14,평택시,
4122037028,평택시,현덕면,대안리,391,211,180,6,49,평택시,
4122037029,평택시,현덕면,기산리,312,176,136,6,38,평택시,
4122037030,평택시,현덕면,권관리,660,342,318,11,108,평택시,
4122037031,평택시,현덕면,장수리,262,136,126,1,31,평택시,
4122037032,평택시,현덕면,방축리,146,83,63,0,8,평택시,
4125010100,동두천시,송내동,,10350,5007,5343,428,2477,동두천시,
4125010200,동두천시,지행동,,26360,12870,13490,1596,7023,동두천시,
4125010300,동두천시,생연동,,32048,15918,16130,1213,6748,동두천시,
4125010400,동두천시,광암동,,1331,723,608,22,210,동두천시,
4125010500,동두천시,걸산동,,91,54,37,2,9,동두천시,
4125010600,동두천시,보산동,,2529,1258,1271,73,482,동두천시,
4125010700,동두천시,동두천동,,4703,2451,2252,198,1024,동두천시,
4125010800,동두천시,안흥동,,612,326,286,3,82,동두천시,
4125010900,동두천시,상봉암동,,2140,1117,1023,60,428,동두천시,
4125011000,동두천시,하봉암동,,867,496,371,16,140,동두천시,
4125011100,동두천시,탑동동,,951,487,464,28,143,동두천시,
4125011200,동두천시,상패동,,4703,2532,2171,202,1040,동두천시,
4127110100,안산시 상록구,일동,,25745,13300,12445,1096,7060,안산시,상록구
4127110200,안산시 상록구,이동,,19270,10429,8841,614,5607,안산시,상록구
4127110300,안산시 상록구,사동,,99001,50507,48494,5897,27768,안산시,상록구
4127110400,안산시 상록구,본오동,,73933,37349,36584,2960,19403,안산시,상록구
4127110500,안산시 상록구,팔곡이동,,2831,1501,1330,98,659,안산시,상록구
4127110600,안산시 상록구,양상동,,319,174,145,2,55,안산시,상록구
4127110700,안산시 상록구,부곡동,,25393,13091,12302,1123,6266,안산시,상록구
4127110800,안산시 상록구,성포동,,24423,11934,12489,1176,6075,안산시,상록구
4127110900,안산시 상록구,월피동,,29782,15198,14584,1257,7732,안산시,상록구
4127111000,안산시 상록구,팔곡일동,,1682,835,847,20,256,안산시,상록구
4127111100,안산시 상록구,건건동,,12837,6459,6378,653,3405,안산시,상록구
4127111200,안산시 상록구,사사동,,2000,1044,956,61,360,안산시,상록구
4127111300,안산시 상록구,수암동,,6010,3116,2894,206,1380,안산시,상록구
4127111400,안산시 상록구,장상동,,2162,1158,1004,75,480,안산시,상록구
4127111500,안산시 상록구,장하동,,166,103,63,7,37,안산시,상록구
4127310100,안산시 단원구,고잔동,,86164,43062,43102,4751,24515,안산시,단원구
4127310200,안산시 단원구,와동,,35587,18967,16620,1757,10168,안산시,단원구
4127310300,안산시 단원구,신길동,,20737,11149,9588,981,5545,안산시,단원구
4127310400,안산시 단원구,성곡동,,737,598,139,7,345,안산시,단원구
4127310500,안산시 단원구,원시동,,818,584,234,0,363,안산시,단원구
4127310600,안산시 단원구,목내동,,93,81,12,0,40,안산시,단원구
4127310700,안산시 단원구,초지동,,43570,21876,21694,2861,13245,안산시,단원구
4127310800,안산시 단원구,원곡동,,29346,15053,14293,2006,8705,안산시,단원구
4127310900,안산시 단원구,선부동,,65866,34096,31770,3690,19388,안산시,단원구
4127311000,안산시 단원구,대부동동,,2161,1104,1057,70,364,안산시,단원구
4127311100,안산시 단원구,대부북동,,2860,1499,1361,100,497,안산시,단원구
4127311200,안산시 단원구,대부남동,,3259,1646,1613,90,588,안산시,단원구
4127311300,안산시 단원구,선감동,,716,367,349,9,104,안산시,단원구
4127311400,안산시 단원구,풍도동,,147,83,64,1,18,안산시,단원구
4127311500,안산시 단원구,화정동,,348,188,160,10,56,안산시,단원구
4128110100,고양시 덕양구,주교동,,13839,7110,6729,440,3198,고양시,덕양구
4128110200,고양시 덕양구,원당동,,1176,648,528,72,319,고양시,덕양구
4128110300,고양시 덕양구,신원동,,21222,10013,11209,1952,6756,고양시,덕양구
4128110400,고양시 덕양구,원흥동,,24707,11382,13325,1625,8630,고양시,덕양구
4128110500,고양시 덕양구,도내동,,24964,12302,12662,2195,8928,고양시,덕양구
4128110600,고양시 덕양구,성사동,,31508,15495,16013,1431,8270,고양시,덕양구
4128110700,고양시 덕양구,북한동,,22,14,8,0,3,고양시,덕양구
4128110800,고양시 덕양구,효자동,,442,227,215,14,79,고양시,덕양구
4128110900,고양시 덕양구,지축동,,26579,13005,13574,3872,10605,고양시,덕양구
4128111000,고양시 덕양구,오금동,,6490,3232,3258,846,2641,고양시,덕양구
4128111100,고양시 덕양구,삼송동,,22362,10445,11917,1529,7979,고양시,덕양구
4128111200,고양시 덕양구,동산동,,21426,10311,11115,2348,9078,고양시,덕양구
4128111300,고양시 덕양구,용두동,,1677,937,740,40,343,고양시,덕양구
4128111400,고양시 덕양구,벽제동,,2095,1103,992,58,480,고양시,덕양구
4128111500,고양시 덕양구,선유동,,504,266,238,11,79,고양시,덕양구
4128111600,고양시 덕양구,고양동,,22967,11390,11577,1120,5478,고양시,덕양구
4128111700,고양시 덕양구,대자동,,2650,1403,1247,64,511,고양시,덕양구
4128111800,고양시 덕양구,관산동,,17786,8968,8818,558,3872,고양시,덕양구
4128111900,고양시 덕양구,내유동,,15532,7927,7605,648,3825,고양시,덕양구
4128112000,고양시 덕양구,토당동,,27071,13987,13084,1270,7179,고양시,덕양구
4128112100,고양시 덕양구,내곡동,,969,510,459,29,229,고양시,덕양구
4128112200,고양시 덕양구,대장동,,1858,981,877,47,488,고양시,덕양구
4128112300,고양시 덕양구,화정동,,66554,32107,34447,3001,17668,고양시,덕양구
4128112400,고양시 덕양구,강매동,,490,276,214,10,111,고양시,덕양구
4128112500,고양시 덕양구,행주내동,,720,397,323,25,143,고양시,덕양구
4128112600,고양시 덕양구,행주외동,,472,237,235,9,85,고양시,덕양구
4128112700,고양시 덕양구,신평동,,134,68,66,1,28,고양시,덕양구
4128112800,고양시 덕양구,행신동,,90854,44071,46783,4104,23995,고양시,덕양구
4128112900,고양시 덕양구,화전동,,4035,2290,1745,353,1147,고양시,덕양구
4128113000,고양시 덕양구,현천동,,1281,730,551,42,281,고양시,덕양구
4128113100,고양시 덕양구,덕은동,,16135,8082,8053,2359,6427,고양시,덕양구
4128113200,고양시 덕양구,향동동,,23014,11216,11798,2925,9438,고양시,덕양구
4128510100,고양시 일산동구,식사동,,40706,19828,20878,3415,11742,고양시,일산동구
4128510200,고양시 일산동구,중산동,,43587,20953,22634,2228,10677,고양시,일산동구
4128510300,고양시 일산동구,정발산동,,21386,10356,11030,785,5530,고양시,일산동구
4128510400,고양시 일산동구,장항동,,43099,21260,21839,3241,16439,고양시,일산동구
4128510500,고양시 일산동구,마두동,,38028,18034,19994,1848,9573,고양시,일산동구
4128510600,고양시 일산동구,백석동,,48859,23298,25561,2096,14521,고양시,일산동구
4128510700,고양시 일산동구,풍동,,36186,17347,18839,2155,9427,고양시,일산동구
4128510800,고양시 일산동구,산황동,,513,265,248,15,105,고양시,일산동구
4128510900,고양시 일산동구,사리현동,,6103,3190,2913,280,1413,고양시,일산동구
4128511000,고양시 일산동구,지영동,,758,438,320,7,125,고양시,일산동구
4128511100,고양시 일산동구,설문동,,2644,1408,1236,102,579,고양시,일산동구
