,Unnamed: 0,행정동,경도,위도,subway_최소거리(m),500m지하철역개수,bus_최소거리(m),500m버스정류장개수,badplace_최소거리(m),500m술집개수,parking_최소거리(m),500내주차장개수,300m보호구역여부,200m위험구역여부,cluster
1616,1616,광장동,127.104584070147,37.5448505082452,116.904665874319,1,158.756671631979,7,79.5023967107317,11,270.250613369969,0,1,1,3
1617,1617,광장동,127.104579309302,37.5457518464643,116.329315264157,1,140.085687393224,7,25.6312070352584,11,214.833471049015,1,1,1,3
1618,1618,광장동,127.104574548244,37.546653184544894,143.967268145179,1,91.9575817238577,8,46.159111786805504,11,163.095179544783,2,1,0,2
1619,1619,광장동,127.104569786975,37.547554522487,187.746875630995,1,67.9480077228896,8,15.6526816670795,11,119.896789917843,2,1,0,2
1620,1620,광장동,127.104565025493,37.5484558602907,238.954909776799,1,90.0344314573582,8,75.4173919281979,10,97.3602716394174,1,1,0,2
1621,1621,광장동,127.104560263799,37.549357197955906,293.731590696659,1,137.564502692745,8,135.863856743355,9,109.13926266598,1,1,0,2
1622,1622,광장동,127.104555501894,37.5502585354828,350.407304422359,0,192.536507443572,7,196.363475268273,8,147.21515887524,1,1,0,2
1623,1623,광장동,127.104550739776,37.551159872871104,408.19179076275697,0,250.090255747334,4,256.878683110814,1,196.880140734546,1,1,0,2
1624,1624,광장동,127.104545977445,37.552061210121,466.673353441863,0,308.785483222574,3,317.400554667908,0,251.355989344625,0,0,0,1
1625,1625,광장동,127.104541214903,37.5529625472324,525.619363777597,0,368.076509531026,1,377.925880964841,0,308.101327448528,0,0,0,1
1626,1626,광장동,127.104536452149,37.5538638842054,584.889410591596,0,427.354304100142,0,438.453224776052,0,366.062245916955,0,0,0,1
1627,1627,광장동,127.104531689182,37.5547652210399,644.394083014803,0,466.95096519129294,0,498.981846188004,0,424.741388839092,0,0,0,1
1628,1628,광장동,127.104526926003,37.555666557736,704.073891483697,0,510.669776088964,0,559.511325453932,0,483.877526630208,0,0,0,1
1629,1629,광장동,127.104522162612,37.5565678942936,763.887785105994,0,557.541876876369,0,620.04140672613,0,543.321453949588,0,0,0,1
1630,1630,광장동,127.104517399009,37.5574692307127,823.806554478214,0,606.837021738135,0,680.571925175472,0,602.982144267641,0,0,0,1
1631,1631,광장동,127.104512635193,37.5583705669934,883.808866128585,0,658.010861566365,0,741.102769821426,0,662.801061412811,0,0,0,1
1632,1632,광장동,127.104507871166,37.5592719031356,943.878784832915,0,710.65765858878,0,796.03170608111,0,722.738914627209,0,0,0,1
1633,1633,광장동,127.105749294007,37.538544921223696,514.61840098076,0,461.593337362887,0,512.794324381188,0,677.529629415349,0,0,0,1
1634,1634,광장동,127.10574454827,37.5394462605343,461.84044185007,0,415.907272636648,2,453.752163196532,0,617.057072096516,0,0,0,1
1635,1635,광장동,127.105739802322,37.5403475997065,411.205020727979,0,374.456554280212,3,395.161638901383,0,556.597949096201,0,0,0,1
1636,1636,광장동,127.105735056162,37.5412489387402,363.608331792892,1,338.799288993264,3,337.25820845283,2,496.15716579218093,0,1,0,0
1637,1637,광장동,127.105730309791,37.5421502776355,320.40745567128,1,310.935033821576,4,280.467742931598,3,435.742347268411,0,1,0,0
1638,1638,광장동,127.105725563209,37.5430516163923,283.618263627109,1,293.094893231165,4,225.632183250512,8,375.36602315227697,0,1,0,0
1639,1639,광장동,127.105720816415,37.5439529550107,256.019840407451,1,251.235554155096,7,174.603193958676,9,315.050316395257,0,1,1,3
1640,1640,광장동,127.10571606941,37.5448542934907,240.793375312971,1,192.849998834073,7,131.876187313749,11,254.838260596696,0,1,1,3
1641,1641,광장동,127.105711322193,37.5457556318322,240.302281493605,1,136.35128883405,8,107.819463588182,11,194.825966536258,0,1,0,0
1642,1642,광장동,127.105706574765,37.5466569700353,254.631819817986,1,85.5625719134311,8,114.836376971622,11,135.279527908339,1,1,0,2
1643,1643,광장동,127.105701827125,37.5475583080999,281.527930044875,1,58.1287843937283,9,121.405525207782,10,77.2833336186643,1,1,0,2
1644,1644,광장동,127.105697079274,37.5484596460261,317.816009634037,1,82.2537163028045,9,141.703109501518,10,31.2032126532745,1,1,0,2
1645,1645,광장동,127.105692331211,37.5493609838138,360.672260792463,1,132.216121607693,9,180.966442145025,9,57.4745633657341,1,1,0,2
1646,1646,광장동,127.105687582937,37.5502623214631,408.032303698411,0,180.996164575479,8,229.666152624653,8,113.849737845918,1,1,0,2
1647,1647,광장동,127.105682834451,37.5511636589739,458.502621292708,0,225.973905274096,6,282.97143135841,5,173.057640364238,1,1,0,2
1648,1648,광장동,127.105678085753,37.5520649963463,511.162745718647,0,253.743557631176,5,338.714799476519,0,232.948217349056,0,0,0,0
1649,1649,광장동,127.105673336844,37.5529663335802,565.401142357533,0,291.610176852615,2,395.86764101805,0,293.10327928626,0,0,0,1
1650,1650,광장동,127.105668587724,37.5538676706757,620.804273124908,0,336.178980254495,1,453.897837313525,0,353.387778883921,0,0,0,1
1651,1651,광장동,127.105663838392,37.55476900763271,677.086278217215,0,385.130136308326,0,512.50744600467,0,413.74513418665,0,0,0,1
1652,1652,광장동,127.105659088848,37.5556703444513,734.045021727647,0,436.993403740735,0,571.518232401336,0,474.147517139473,0,0,0,1
1653,1653,광장동,127.105654339093,37.5565716811314,791.534419427452,0,490.846554550797,0,630.817615700085,0,534.579659538816,0,0,0,1
1654,1654,광장동,127.105649589126,37.557473017673104,849.44673292942,0,546.101210203459,0,642.929973425146,0,595.032489449989,0,0,0,1
1655,1655,광장동,127.105644838948,37.5583743540762,907.701015226145,0,602.371815588144,0,657.43797724921,0,655.500278885959,0,0,0,1
1656,1656,광장동,127.105640088558,37.559275690341,966.235413499918,0,659.398325511094,0,677.067338275249,0,715.979233661932,0,0,0,1
1657,1657,광장동,127.106871733662,37.5403513734899,495.654492154373,0,436.047144745996,0,446.64894119396,0,577.913894656289,0,0,0,1
1658,1658,광장동,127.106867001128,37.541252712645694,456.828753915005,0,377.11020065118,2,396.210540065189,0,519.857167616736,0,0,0,1
1659,1659,광장동,127.106862268384,37.5421540516631,423.131537821065,1,318.773377892341,3,337.609960446167,2,462.436447345982,0,1,0,0
1660,1660,광장동,127.106857535428,37.5430553905421,395.874643759071,1,261.438703696849,4,279.033753281231,6,405.921720612584,0,1,0,0
1661,1661,광장동,127.106852802261,37.5439567292826,376.459573558364,1,205.944860934897,5,221.514160250293,11,350.751187192313,0,1,0,0
1662,1662,광장동,127.106848068884,37.5448580678847,366.13593575211695,1,154.291058115487,7,166.152167764851,11,297.67317360503,0,1,0,0
1663,1663,광장동,127.106843335296,37.5457594063483,365.674536502774,1,111.926425357754,8,116.077081075493,10,248.034688027193,0,0,0,0
1664,1664,광장동,127.106838601497,37.5466607446735,375.111762556016,1,92.6210682304357,9,81.673466825112,10,204.357662333231,1,1,0,2
1665,1665,광장동,127.106833867486,37.5475620828602,393.736486785306,1,41.9696666819339,9,84.832402100905,10,171.265453747058,1,1,0,2
1666,1666,광장동,127.106829133266,37.5484634209086,420.329181478672,1,44.385947079997294,9,122.685886859828,9,155.661829753825,1,1,0,2
1667,1667,광장동,127.106824398834,37.5493647588184,453.49027335773906,0,95.2462736407296,8,173.886229025989,9,162.66006650114,1,1,0,2
1668,1668,광장동,127.106819664191,37.5502660965898,491.89311542568896,0,87.3633922288498,7,229.674361154901,6,189.775988782335,1,1,0,2
1669,1669,광장동,127.106814929337,37.5511674342228,534.408871571252,0,116.284920146949,6,287.390841386334,6,230.001055625318,0,0,0,0
1670,1670,광장동,127.106810194273,37.5520687717173,580.133982249107,0,163.527697934819,5,346.072197033863,1,277.695823774678,0,0,0,0
1671,1671,광장동,127.106805458997,37.5529701090734,628.368217954225,0,217.462025679968,3,401.235963201809,0,329.633698326162,0,0,0,1
1672,1672,광장동,127.106800723511,37.553871446291,678.576728330016,0,274.166830253854,2,456.31792098346,2,384.097244813936,0,0,0,1
1673,1673,광장동,127.106795987813,37.5547727833702,730.352454874534,0,332.226514419253,0,507.724555767058,2,440.14988360829,0,0,0,1
1674,1674,광장동,127.106791251905,37.5556741203109,783.384712616141,0,391.03803538823,0,504.53593097909,2,497.254511358748,0,0,0,1
1675,1675,광장동,127.106786515785,37.5565754571132,837.434815003598,0,450.30690625144,0,508.585028812483,2,555.086547166426,0,0,0,1
1676,1676,광장동,127.106781779455,37.557476793777,892.317817200929,0,509.873656184455,0,519.702700083957,2,613.440291854755,0,0,0,1
1677,1677,광장동,127.106777042913,37.5583781303024,947.889051945545,0,569.644841785323,0,537.450457965147,0,672.179882053942,0,0,0,1
1678,1678,광장동,127.106772306161,37.5592794666892,1004.03424611714,0,629.562233314881,0,561.199626436265,0,731.212332797717,0,0,0,1
1679,1679,광장동,127.107994227187,37.5421578148403,535.888950000691,0,307.697934308084,1,333.01359059564,0,519.212056215256,0,0,0,1
1680,1680,광장동,127.107989507858,37.543059153841,514.540701438962,1,247.606134573235,3,273.266213278459,4,469.47154335424096,0,0,0,0
1681,1681,광장동,127.107984788318,37.5439604927033,499.656007795942,1,187.800750379308,5,213.963354357491,8,422.557761264474,0,0,0,0
1682,1682,광장동,127.107980068569,37.5448618314272,491.822060411314,1,128.681719662134,6,153.546066596205,10,379.5204189253,0,0,0,0
1683,1683,광장동,127.107975348609,37.5457631700126,491.376196700596,1,71.9609725997469,8,93.0294186346659,10,341.826834306486,0,0,0,0
1684,1684,광장동,127.107970628439,37.5466645084595,498.338241714532,1,33.5753771820689,9,32.5904410116687,10,311.423449211505,0,0,0,0
1685,1685,광장동,127.107965908059,37.5475658467681,512.406325899509,1,66.3758420183409,9,28.2733303832185,9,290.607437763268,1,1,0,2
1686,1686,광장동,127.107961187468,37.5484671849382,533.018085982938,0,111.218758898905,7,76.2769412716698,8,281.513647000214,1,1,0,2
1687,1687,광장동,127.107956466667,37.5493685229698,559.450720754762,0,59.1478593698239,7,127.689406406915,7,285.26533388569,1,1,0,2
1688,1688,광장동,127.107951745656,37.550269860863,590.923619448251,0,44.2360359434958,7,184.717722558053,6,301.383159766293,1,0,0,2
