,경도,위도,subway_최소거리(m),subway_idx,subway_idx_시설명,nearby_count,bus_최소거리(m),bus_idx,bus_idx_시설명,nearby_count,badplace_최소거리(m),badplace_idx,badplace_idx_시설명,nearby_count,badplace_최소거리(m),badplace_idx,badplace_idx_시설명,nearby_count,child_protection_최소거리(m),child_protection_idx,child_protection_idx_시설명,nearby_count,accident_최소거리(m),accident_idx,accident_idx_시설명,nearby_count,Unnamed: 0,행정동,경도,위도,주차장수,최소거리(m)
24,127.07633006285278,37.536640328778866,654.2201829296782,0,건대입구,0,35.54458790415063,76,송림식당앞,9,174.91307018016494,35,맥스카나,15,174.91307018016494,35,맥스카나,15,157.7162353546186,26,대원(구.우성)유치원,1,895.6004636421351,4,서울특별시 광진구 자양동(자양현대아파트 부근),0,407,자양3동,127.07633006285278,37.536640328778866,11.0,49.0
25,127.07632496334278,37.537541665068645,630.3448737076882,0,건대입구,0,59.03241399608674,76,송림식당앞,7,207.51019018711955,35,맥스카나,9,207.51019018711955,35,맥스카나,9,212.606709475847,26,대원(구.우성)유치원,0,933.2320489039364,4,서울특별시 광진구 자양동(자양현대아파트 부근),0,408,자양3동,127.07632496334278,37.537541665068645,4.0,54.0
26,127.0762841590838,37.54475235040035,284.0489259840044,7,어린이대공원(세종대),1,187.07261053255937,88,어린이대공원역3번출구,2,45.985203628922086,16,커피브라더 건대점,24,45.985203628922086,16,커피브라더 건대점,24,280.3317015395132,23,어린이회관유치원,0,1298.082342091597,4,서울특별시 광진구 자양동(자양현대아파트 부근),0,416,화양동,127.0762841590838,37.54475235040035,1.0,51.0
27,127.07623823690714,37.552864360801586,370.00492320588677,7,어린이대공원(세종대),0,83.99312725468062,51,능동교회앞,10,124.1738176914338,509,기영이숯불두마리치킨(광진군자점),35,124.1738176914338,509,기영이숯불두마리치킨(광진군자점),35,199.28894045781914,59,꿈동산몬테소리어린이집,1,1448.1096353711096,2,서울특별시 광진구 중곡동(신성시장 부근),0,425,군자동,127.07623823690714,37.552864360801586,1.0,50.0
28,127.07623313330645,37.55376569459795,404.51017462765685,6,군자(능동),2,103.59321180420577,51,능동교회앞,10,80.78841887878754,509,기영이숯불두마리치킨(광진군자점),44,80.78841887878754,509,기영이숯불두마리치킨(광진군자점),44,139.1283448055791,59,꿈동산몬테소리어린이집,1,1435.604964584226,2,서울특별시 광진구 중곡동(신성시장 부근),0,426,군자동,127.07623313330645,37.55376569459795,2.0,58.0
29,127.07622292542295,37.55556836177512,358.0516624407765,6,군자(능동),2,45.043148021504635,52,능동우편취급국,12,49.86483359002428,117,두리두리,55,49.86483359002428,117,두리두리,55,24.38102187964629,59,꿈동산몬테소리어린이집,1,1418.0285805279016,2,서울특별시 광진구 중곡동(신성시장 부근),0,428,군자동,127.07622292542295,37.55556836177512,1.0,32.0
30,127.07620761189231,37.55827236150184,360.49307568848326,6,군자(능동),2,109.19321151191282,39,군자교입구,9,82.14352178586455,474,비비큐(BBQ)군자중앙점,51,82.14352178586455,474,비비큐(BBQ)군자중앙점,51,165.35484567009053,59,꿈동산몬테소리어린이집,2,1410.8430951367973,2,서울특별시 광진구 중곡동(신성시장 부근),0,431,군자동,127.07620761189231,37.55827236150184,1.0,50.0
31,127.07750261294696,37.52943368777365,1050.0596066220553,0,건대입구,0,225.51313528695363,108,자양미소약국.자양골목시장,5,169.69190405319654,333,드렁캔자양점,26,169.69190405319654,333,드렁캔자양점,26,220.03132014859065,4,신자초등학교,2,592.0421043579196,4,서울특별시 광진구 자양동(자양현대아파트 부근),0,447,자양2동,127.07750261294696,37.52943368777365,1.0,31.0
32,127.07745684811717,37.537545720548835,749.7774269494965,0,건대입구,0,80.55375079768872,104,자양1파출소앞,6,136.43582563505836,35,맥스카나,10,136.43582563505836,35,맥스카나,10,256.85610024184246,37,자양병설유치원,3,839.8754779814069,4,서울특별시 광진구 자양동(자양현대아파트 부근),0,456,자양1동,127.07745684811717,37.537545720548835,11.0,68.0
33,127.07737035336191,37.552868418513015,347.97048600253316,6,군자(능동),1,42.03823099789184,51,능동교회앞,8,164.19964959473344,256,플라잉꼬꼬,43,164.19964959473344,256,플라잉꼬꼬,43,245.673796433205,59,꿈동산몬테소리어린이집,0,1325.9007823031664,2,서울특별시 광진구 중곡동(신성시장 부근),0,473,능동,127.07737035336191,37.552868418513015,2.0,37.0
34,127.07736017320124,37.5546710862298,266.0713614652582,6,군자(능동),2,127.35673791760131,51,능동교회앞,11,73.14432137688894,256,플라잉꼬꼬,56,73.14432137688894,256,플라잉꼬꼬,56,163.50892328084808,59,꿈동산몬테소리어린이집,1,1301.14722432062,2,서울특별시 광진구 중곡동(신성시장 부근),0,475,군자동,127.07736017320124,37.5546710862298,7.0,18.0
35,127.0773296272764,37.560079086055374,309.1852171985104,6,군자(능동),2,73.19404417268167,63,메리놀외방선교회,11,81.35608861836421,302,비어잔,62,81.35608861836421,302,비어잔,62,318.6377663077851,59,꿈동산몬테소리어린이집,0,1293.6799527409892,2,서울특별시 광진구 중곡동(신성시장 부근),0,481,중곡1동,127.0773296272764,37.560079086055374,1.0,46.0
36,127.07730416610131,37.56458574876691,563.2424038232168,3,군자(능동),0,104.81286743536609,133,중곡아파트,12,28.94813159158479,185,대광,43,28.94813159158479,185,대광,43,207.82376046687543,18,중마초등학교,1,1363.376207708958,2,서울특별시 광진구 중곡동(신성시장 부근),0,486,중곡1동,127.07730416610131,37.56458574876691,1.0,53.0
37,127.07860902082004,37.53394441814201,840.1497030251109,4,구의(광진구청),0,134.9725411171794,36,국민은행자양지점,12,109.13127440098425,340,바우닭강정,41,109.13127440098425,340,바우닭강정,41,191.98815330493505,52,선린어린이집,3,584.0590530228776,4,서울특별시 광진구 자양동(자양현대아파트 부근),0,503,자양1동,127.07860902082004,37.53394441814201,1.0,25.0
38,127.0784263012945,37.566392461702925,637.4858657329661,3,군자(능동),0,43.712634542974186,134,중곡아파트.기점,8,28.75682921320097,392,호식이두마리치킨중곡점,42,28.75682921320097,392,호식이두마리치킨중곡점,42,77.82143874978168,18,중마초등학교,1,1294.2867111081523,2,서울특별시 광진구 중곡동(신성시장 부근),0,539,중곡3동,127.0784263012945,37.566392461702925,1.0,23.0
39,127.0796345869511,37.55287650137247,271.85737997544385,6,군자(능동),2,247.01896194709772,43,군자역,8,175.2440071089722,121,노가리하우스,42,175.2440071089722,121,노가리하우스,42,263.6273057934495,46,능동어린이집,1,1084.1100071223777,2,서울특별시 광진구 중곡동(신성시장 부근),0,577,능동,127.0796345869511,37.55287650137247,1.0,38.0
40,127.07955355668838,37.56729783177556,538.5652254917786,1,중곡,1,157.26719541444893,134,중곡아파트.기점,10,33.78210369572103,414,오르새피자 중곡점,39,33.78210369572103,414,오르새피자 중곡점,39,117.0779906989376,18,중마초등학교,1,1213.0274037733582,2,서울특별시 광진구 중곡동(신성시장 부근),0,593,중곡3동,127.07955355668838,37.56729783177556,1.0,43.0
41,127.07954342384384,37.56910049558229,572.9068384199026,1,중곡,0,144.79927588329426,64,면곡시장,8,88.23348345630333,414,오르새피자 중곡점,23,88.23348345630333,414,오르새피자 중곡점,23,146.33062025477625,49,중곡샛별어린이집,2,1280.7191049367157,2,서울특별시 광진구 중곡동(신성시장 부근),0,595,중곡3동,127.07954342384384,37.56910049558229,1.0,57.0
42,127.08090798664496,37.52764310934299,843.6727898061608,4,구의(광진구청),0,303.2359785169533,73,성자초등학교앞,1,230.7524716634975,339,쿠켄치킨(자양점),14,230.7524716634975,339,쿠켄치킨(자양점),14,379.8249590865182,13,성자초등학교,0,222.96544097519444,4,서울특별시 광진구 자양동(자양현대아파트 부근),0,602,자양2동,127.08090798664496,37.52764310934299,12.0,25.0
43,127.08086763817931,37.53485381104522,581.4590169174801,4,구의(광진구청),0,205.23017123371278,109,자양사거리,13,73.2092880070314,364,또래오래(자양점),49,73.2092880070314,364,또래오래(자양점),49,137.01745705657711,60,자양도담어린이집,3,464.8820433256427,4,서울특별시 광진구 자양동(자양현대아파트 부근),0,610,자양1동,127.08086763817931,37.53485381104522,1.0,33.0
44,127.080857548816,37.53665648508583,563.8137818011639,4,구의(광진구청),1,157.53363871520497,109,자양사거리,9,40.03960318256113,443,감탄계숯불치킨 자양점,47,40.03960318256113,443,감탄계숯불치킨 자양점,47,108.48777267551294,60,자양도담어린이집,3,575.2597130760287,4,서울특별시 광진구 자양동(자양현대아파트 부근),0,612,자양1동,127.080857548816,37.53665648508583,1.0,31.0
45,127.08076670408428,37.55288052652049,311.9116507018355,3,군자(능동),2,261.68395238614784,44,군자역.용마초등학교,6,124.89352323219664,121,노가리하우스,35,124.89352323219664,121,노가리하우스,35,141.05513454680008,46,능동어린이집,1,965.1864059516482,2,서울특별시 광진구 중곡동(신성시장 부근),0,630,능동,127.08076670408428,37.55288052652049,1.0,50.0
46,127.08076165501852,37.55378186083987,258.131816325063,3,군자(능동),2,213.2220192552908,44,군자역.용마초등학교,8,64.41161477399952,121,노가리하우스,44,64.41161477399952,121,노가리하우스,44,135.1371229987159,46,능동어린이집,1,946.0805838761263,2,서울특별시 광진구 중곡동(신성시장 부근),0,631,능동,127.08076165501852,37.55378186083987,1.0,52.0
47,127.08203972250406,37.52764712000132,766.0642693127828,4,구의(광진구청),0,255.93665024831628,73,성자초등학교앞,1,159.6970165921673,339,쿠켄치킨(자양점),14,159.6970165921673,339,쿠켄치킨(자양점),14,299.78307741679447,13,성자초등학교,0,111.2754408658841,4,서울특별시 광진구 자양동(자양현대아파트 부근),1,654,자양2동,127.08203972250406,37.52764712000132,15.0,15.0
48,127.082014574488,37.532153810252865,545.7377888232738,4,구의(광진구청),0,66.71524437968012,73,성자초등학교앞,6,47.39975605250173,484,처갓집 양념치킨 자양점,36,47.39975605250173,484,처갓집 양념치킨 자양점,36,161.35420708280014,13,성자초등학교,2,246.84559904498502,4,서울특별시 광진구 자양동(자양현대아파트 부근),0,659,자양1동,127.082014574488,37.532153810252865,2.0,34.0
49,127.08200451371316,37.53395648538407,483.18815340394514,4,구의(광진구청),1,176.85137427060494,73,성자초등학교앞,10,46.47020472160341,103,교촌치킨자양2호점,50,46.47020472160341,103,교촌치킨자양2호점,50,227.48419085071373,13,성자초등학교,1,362.7670357749845,4,서울특별시 광진구 자양동(자양현대아파트 부근),0,661,자양1동,127.08200451371316,37.53395648538407,1.0,39.0
50,127.08183838145092,37.56370054506272,313.9587626324371,1,중곡,1,88.67632554985674,128,중곡동성당,19,24.766196206930303,193,디딤돌 식당,58,24.766196206930303,193,디딤돌 식당,58,140.56056569244106,17,중광초등학교,2,873.6975347250357,2,서울특별시 광진구 중곡동(신성시장 부근),0,694,중곡1동,127.08183838145092,37.56370054506272,1.0,23.0
51,127.08317145858722,37.527651119815,702.6169255163678,4,구의(광진구청),0,266.082592989702,73,성자초등학교앞,1,138.77614853239643,487,1번지 통닭,10,138.77614853239643,487,1번지 통닭,10,259.2636824775038,13,성자초등학교,0,82.43461914789034,4,서울특별시 광진구 자양동(자양현대아파트 부근),1,706,자양2동,127.08317145858722,37.527651119815,3.0,30.0
52,127.08312129314842,37.53666449815033,312.33653981921753,4,구의(광진구청),1,95.70433796094278,109,자양사거리,9,76.21733010946893,177,남촌치킨,53,76.21733010946893,177,남촌치킨,53,278.1673049944542,24,성산유치원,1,534.643464869228,4,서울특별시 광진구 자양동(자양현대아파트 부근),0,716,자양1동,127.08312129314842,37.53666449815033,1.0,43.0
53,127.08309620204776,37.54117118212462,417.205581860082,4,구의(광진구청),0,142.8705564658345,17,광진경찰서,7,115.98413672748872,301,미가담,48,115.98413672748872,301,미가담,48,195.0145049132419,61,아이터어린이집,0,836.6068119302396,4,서울특별시 광진구 자양동(자양현대아파트 부근),0,721,구의1동,127.08309620204776,37.54117118212462,1.0,39.0
54,127.08301587295908,37.55559254757386,395.75587744183946,3,군자(능동),2,118.30929152906144,44,군자역.용마초등학교,5,112.35750383542069,432,치킨뱅이,44,112.35750383542069,432,치킨뱅이,44,160.45451888653471,8,용마초등학교,3,671.7213503953716,2,서울특별시 광진구 중곡동(신성시장 부근),0,737,능동,127.08301587295908,37.55559254757386,1.0,8.0
55,127.08298071097428,37.56190188380758,308.3512300760069,1,중곡,1,85.14475421928479,129,중곡동성당앞,17,23.424151140386826,477,다락,56,23.424151140386826,477,다락,56,226.47978760974195,17,중광초등학교,0,708.207148809494,2,서울특별시 광진구 중곡동(신성시장 부근),0,744,중곡2동,127.08298071097428,37.56190188380758,11.0,57.0
56,127.08426317328193,37.53486581359295,236.39840677117098,4,구의(광진구청),1,15.00868907639323,58,동서울우편집중국앞,11,87.91657706034736,525,룸살롱,55,87.91657706034736,525,룸살롱,55,131.70961662089758,24,성산유치원,1,443.5813382907074,4,서울특별시 광진구 자양동(자양현대아파트 부근),0,766,자양2동,127.08426317328193,37.53486581359295,2.0,28.0
57,127.0842431571269,37.538471162673765,208.41372271367754,4,구의(광진구청),1,108.435781121126,20,광진구청,11,53.29412575720933,19,작심가,60,53.29412575720933,19,작심가,60,256.25530863839344,57,명성어린이집,1,674.0788208099486,4,서울특별시 광진구 자양동(자양현대아파트 부근),0,770,구의1동,127.0842431571269,37.538471162673765,1.0,51.0
58,127.08415304027902,37.55469520611499,534.1233732562831,3,군자(능동),2,193.3340368475787,131,중곡동입구삼거리,6,249.45078663234258,432,치킨뱅이,33,249.45078663234258,432,치킨뱅이,33,156.45059621583763,54,성심어린이집,3,569.8009563786879,2,서울특별시 광진구 중곡동(신성시장 부근),0,788,능동,127.08415304027902,37.55469520611499,2.0,20.0
59,127.0841430228346,37.55649787483834,509.83067381838373,3,군자(능동),2,228.4552235399075,131,중곡동입구삼거리,12,199.08725935442007,233,숯불직화꼬치바베큐,44,199.08725935442007,233,숯불직화꼬치바베큐,44,94.79823059424838,54,성심어린이집,2,536.2666392431593,2,서울특별시 광진구 중곡동(신성시장 부근),0,790,중곡2동,127.0841430228346,37.55649787483834,1.0,16.0
60,127.0841279949944,37.55920187688448,451.65915651110794,1,중곡,2,146.60766973037067,138,중곡우체국앞,16,72.66590757885635,300,또래오래치킨(중곡점),50,72.66590757885635,300,또래오래치킨(중곡점),50,113.9386458078686,8,용마초등학교,1,535.5956445412788,2,서울특별시 광진구 중곡동(신성시장 부근),0,793,중곡2동,127.0841279949944,37.55920187688448,2.0,14.0
61,127.084122985268,37.56010321062282,391.26653468128774,1,중곡,0,86.72250999821641,138,중곡우체국앞,19,38.654094172377285,300,또래오래치킨(중곡점),46,38.654094172377285,300,또래오래치킨(중곡점),46,166.52890001482635,8,용마초등학교,1,548.8785215229634,2,서울특별시 광진구 중곡동(신성시장 부근),0,794,중곡2동,127.084122985268,37.56010321062282,1.0,5.0
62,127.08411797531842,37.56100454422265,330.9147401793062,1,중곡,0,29.483218822401597,138,중곡우체국앞,17,49.29776809904735,375,너울가지,52,49.29776809904735,375,너울가지,52,223.16614212622798,8,용마초등학교,0,568.3263992273987,2,서울특별시 광진구 중곡동(신성시장 부근),0,795,중곡2동,127.08411797531842,37.56100454422265,6.0,43.0
63,127.0841129651456,37.561905877683955,270.6310775729058,1,중곡,1,39.23266937214298,138,중곡우체국앞,16,24.864773476329535,375,너울가지,53,24.864773476329535,375,너울가지,53,274.1072162672015,17,중광초등학교,0,593.3333655177219,2,서울특별시 광진구 중곡동(신성시장 부근),0,796,중곡2동,127.0841129651456,37.561905877683955,3.0,41.0
64,127.08532513737188,37.54748850663839,568.7056958945425,2,아차산(어린이대공원후문),0,142.59723833081404,26,구의사거리,7,122.92090708979299,437,꼬꼬누리,17,122.92090708979299,437,꼬꼬누리,17,115.09456042654952,63,한국켄트외국인학교,3,806.197782653791,2,서울특별시 광진구 중곡동(신성시장 부근),0,832,능동,127.08532513737188,37.54748850663839,1.0,48.0
65,127.0852901803296,37.5537978534044,517.397484213891,2,아차산(어린이대공원후문),1,90.63329630569409,131,중곡동입구삼거리,6,320.74853597074946,291,코스모스,28,320.74853597074946,291,코스모스,28,95.07934734141475,62,능동꿈맞이어린이집,2,487.2860344290782,2,서울특별시 광진구 중곡동(신성시장 부근),0,839,능동,127.0852901803296,37.5537978534044,2.0,32.0
66,127.08526520433875,37.558304525510614,522.1066565935397,1,중곡,0,218.34197203264227,132,중곡보건지소,14,106.61117171373422,395,동근이 숯불두마리치킨,37,106.61117171373422,395,동근이 숯불두마리치킨,37,120.74561276159962,54,성심어린이집,2,403.08358360019344,2,서울특별시 광진구 중곡동(신성시장 부근),0,844,중곡2동,127.08526520433875,37.558304525510614,1.0,38.0
67,127.08525021607367,37.56100852711217,345.75731820430883,1,중곡,0,144.40207454678873,138,중곡우체국앞,18,97.85221488019124,165,꿈꾸는다락방,38,97.85221488019124,165,꿈꾸는다락방,38,287.0145609497935,8,용마초등학교,0,453.1709586120894,2,서울특별시 광진구 중곡동(신성시장 부근),0,847,중곡2동,127.08525021607367,37.56100852711217,7.0,30.0
68,127.08521023757214,37.5682191919548,183.24314633710623,1,중곡,1,42.90432617786187,96,용곡삼거리,10,46.755391180501874,361,동인곱창,32,46.755391180501874,361,동인곱창,32,344.175343974156,17,중광초등학교,0,801.1994264236987,2,서울특별시 광진구 중곡동(신성시장 부근),0,855,중곡3동,127.08521023757214,37.5682191919548,1.0,27.0
69,127.08520024072028,37.5700218567802,292.065966740688,1,중곡,1,126.42779558514499,96,용곡삼거리,7,75.89394377138372,454,한정식 정육식당,22,75.89394377138372,454,한정식 정육식당,22,411.5328597207798,16,용곡초등학교,0,907.9010844070409,2,서울특별시 광진구 중곡동(신성시장 부근),0,857,중곡3동,127.08520024072028,37.5700218567802,1.0,45.0
