,경도,위도,subway_최소거리(m),subway_idx,subway_idx_시설명,500m지하철역개수,bus_최소거리(m),bus_idx,bus_idx_시설명,500m버스정류장개수,badplace_최소거리(m),badplace_idx,badplace_idx_시설명,500m술집개수,child_protection_최소거리(m),child_protection_idx,child_protection_idx_시설명,300m보호구역개수,accident_최소거리(m),accident_idx,accident_idx_시설명,200m내위험구역개수,parking_최소거리(m),parking_idx,parking_idx_시설명,500내주차장개수,Unnamed: 0,행정동,center_lat,center_lon,주차장수,최소거리(m)
13,127.06053678017900,37.52756906306320,602.6578025973860,10,자양,0,623.0216269643580,92,영동대교북단,0,382.96342044606300,459,비에이치씨한강뚝섬3호점,1,965.54787869475,28,인애유치원,0,791.3827285023850,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,404.897689886632,276,유료,0,13,자양4동,37.52756906306320,127.06053678017900,0.0,0.0
14,127.06053149230700,37.52847039886450,583.0073141154110,10,자양,0,562.7979994738110,92,영동대교북단,0,349.27322400429700,459,비에이치씨한강뚝섬3호점,1,941.2992110551690,28,인애유치원,0,779.092057103578,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,347.96909413361800,276,유료,0,14,자양4동,37.52847039886450,127.06053149230700,0.0,0.0
15,127.06052620420000,37.52937173452730,569.1336820254540,10,자양,1,502.6340266893460,92,영동대교북단,0,323.47597090142600,459,비에이치씨한강뚝섬3호점,1,920.3916122530020,28,인애유치원,0,771.3605438305270,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,292.46655287467300,276,유료,0,15,자양4동,37.52937173452730,127.06052620420000,0.0,0.0
16,127.06052091585700,37.53027307005150,561.4652973963400,10,자양,1,442.5540322146020,92,영동대교북단,0,307.56419113918900,459,비에이치씨한강뚝섬3호점,1,903.0571663006220,28,인애유치원,0,768.3258308935860,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,239.38403361583600,276,유료,0,16,자양4동,37.53027307005150,127.06052091585700,0.0,0.0
17,127.06051562727800,37.53117440543720,560.2570114204890,10,자양,1,382.59757210370600,92,영동대교북단,0,303.0987674131860,459,비에이치씨한강뚝섬3호점,1,889.504792498049,28,인애유치원,0,770.0434461782600,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,189.98525955239500,273,유료,10,17,자양4동,37.53117440543720,127.06051562727800,0.0,0.0
18,127.06051033846400,37.5320757406843,565.5502259344100,10,자양,1,322.8334726751700,92,영동대교북단,0,310.5738095853970,459,비에이치씨한강뚝섬3호점,1,879.9092593907430,28,인애유치원,0,776.4818493519090,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,142.5331187976000,268,유료,10,18,자양4동,37.5320757406843,127.06051033846400,0.0,0.0
19,127.06050504941400,37.53297707579290,577.1660868800510,10,자양,1,263.3926957362090,92,영동대교북단,2,266.7275159942980,347,체리,7,874.4008384592970,28,인애유치원,0,787.5252609084530,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,102.88328311186100,267,유료,10,19,자양4동,37.53297707579290,127.06050504941400,0.0,0.0
20,127.0604997601290,37.53387841076290,594.7342383388930,10,자양,0,204.55727677397000,92,영동대교북단,2,210.89395359262000,347,체리,10,873.0568907709710,28,인애유치원,0,802.9837019678550,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,87.32924865008040,267,유료,11,20,자양4동,37.53387841076290,127.0604997601290,0.0,0.0
21,127.06049447060800,37.534779745594400,617.7470512440760,10,자양,0,147.05559174142700,92,영동대교북단,2,158.5014520112390,347,체리,15,875.8965826402920,28,인애유치원,0,822.6083050806620,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,109.46036570607400,267,유료,12,21,자양4동,37.534779745594400,127.06049447060800,0.0,0.0
22,127.0604891808510,37.535681080287300,645.6225686036830,10,자양,0,93.38473616765190,92,영동대교북단,2,114.3805652641,347,체리,15,882.8795428686880,28,인애유치원,0,846.1092272848100,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,99.90777914822860,325,유료,12,22,자양4동,37.535681080287300,127.0604891808510,0.0,0.0
23,127.06166851190200,37.52757326892430,488.2710488212730,10,자양,0,625.8617852328350,92,영동대교북단,0,294.3331561479630,459,비에이치씨한강뚝섬3호점,1,853.8020742333600,28,인애유치원,0,670.0303148830160,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,385.55939358781500,276,유료,0,23,자양4동,37.52757326892430,127.06166851190200,0.0,0.0
24,127.061663237647,37.52847460486170,463.67400906863400,10,자양,1,565.8381183927120,92,영동대교북단,0,248.69143126292800,459,비에이치씨한강뚝섬3호점,1,826.2092923720250,28,인애유치원,0,655.3791034290720,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,325.0862651905080,276,유료,0,24,자양4동,37.52847460486170,127.061663237647,0.0,0.0
25,127.06165796315700,37.529375940660600,445.974503647041,10,자양,1,505.92143414764400,92,영동대교북단,0,210.65884162773500,459,비에이치씨한강뚝섬3호점,1,802.2348828739650,28,인애유치원,0,646.0788987633780,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,264.61318901501800,276,유료,0,25,자양4동,37.529375940660600,127.06165796315700,0.0,0.0
26,127.0616526884310,37.53027727632090,436.0133310084770,10,자양,1,446.15482981943000,92,영동대교북단,0,184.98962017194600,459,비에이치씨한강뚝섬3호점,1,782.2116168329550,28,인애유치원,0,642.3621560759530,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,204.14019688615300,276,유료,0,26,자양4동,37.53027727632090,127.0616526884310,0.0,0.0
27,127.06164741347100,37.53117861184270,434.32324537767600,10,자양,1,386.60790757008400,92,영동대교북단,0,177.1424795932270,459,비에이치씨한강뚝섬3호점,1,766.4492204169850,28,인애유치원,0,644.3255013223450,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,143.6673742136750,276,유료,10,27,자양4동,37.53117861184270,127.06164741347100,0.0,0.0
28,127.0616421382760,37.532079947226000,440.99934457883600,10,자양,1,327.40054619755100,92,영동대교북단,0,189.3463416987680,459,비에이치씨한강뚝섬3호점,2,755.2145279627390,28,인애유치원,0,651.9176127036230,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,83.19505473625300,276,유료,10,28,자양4동,37.532079947226000,127.0616421382760,0.0,0.0
29,127.06163686284600,37.532981282470700,455.6740503891640,10,자양,1,268.75724470310400,92,영동대교북단,2,218.26335178724900,459,비에이치씨한강뚝섬3호점,13,748.711382888814,28,인애유치원,0,664.9457120005480,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,22.727124487833200,276,유료,11,29,자양4동,37.532981282470700,127.06163686284600,3.0,37.0
30,127.0616315871800,37.53388261757680,477.61064724379600,10,자양,1,211.14849047848900,92,영동대교북단,2,194.38147631761600,347,체리,17,747.0633550064160,28,인애유치원,0,683.0988392377990,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,29.550025206031000,272,유료,12,30,자양4동,37.53388261757680,127.0616315871800,7.0,48.0
31,127.06162631128000,37.53478395254450,505.8652848756810,10,자양,0,155.7266741724610,92,영동대교북단,3,135.3364758756740,347,체리,21,750.3024335906750,28,인애유치원,0,705.9817565380530,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,75.51185661198290,328,유료,13,31,자양4동,37.53478395254450,127.06162631128000,0.0,0.0
32,127.06162103514500,37.535685287373500,539.446107126533,10,자양,0,105.9801239747520,92,영동대교북단,3,78.49650415014780,347,체리,22,758.365996931095,28,인애유치원,0,733.1517190539620,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,63.000793686700500,328,유료,13,32,자양4동,37.535685287373500,127.06162103514500,1.0,54.0
33,127.06161575877500,37.53658662206400,577.4246033598420,10,자양,0,74.34142829806950,92,영동대교북단,3,26.927457247607400,257,화이트,25,771.1027044397830,28,인애유치원,0,764.1515726490240,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,44.6567088832389,325,유료,3,33,자양4동,37.53658662206400,127.06161575877500,1.0,35.0
34,127.06161048216900,37.537487956616000,618.9918341056420,10,자양,0,84.47114860390760,92,영동대교북단,2,49.03153768988710,257,화이트,23,788.2860663213230,28,인애유치원,0,798.5353987663350,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,76.41408755351630,325,유료,2,34,자양4동,37.537487956616000,127.06161048216900,0.0,0.0
35,127.06280550426500,37.52667612772920,419.7746731641750,10,자양,0,673.0656032063830,50,노룬산시장앞,0,300.93425054092200,459,비에이치씨한강뚝섬3호점,1,781.7970927432630,28,인애유치원,0,574.6209346029950,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,408.67057976306500,326,유료,0,35,자양4동,37.52667612772920,127.06280550426500,0.0,0.0
36,127.06280024386000,37.52757746394090,381.26814823639200,10,자양,1,612.6185382622540,50,노룬산시장앞,0,241.55258618468000,459,비에이치씨한강뚝섬3호점,1,746.6043865575210,28,인애유치원,0,550.7623455584650,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,364.28543643550400,326,유료,0,36,자양4동,37.52757746394090,127.06280024386000,0.0,0.0
37,127.06279498322200,37.52847880001410,349.0485873794950,10,자양,1,552.1775901438110,50,노룬산시장앞,0,182.88895067631500,459,비에이치씨한강뚝섬3호점,1,714.8041092851750,28,인애유치원,0,532.732879726794,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,325.13218046612200,326,유료,0,37,자양4동,37.52847880001410,127.06279498322200,0.0,0.0
38,127.06278972234800,37.529380135948700,324.991256439401,10,자양,1,491.74500829077100,50,노룬산시장앞,0,125.95065050770700,459,비에이치씨한강뚝섬3호점,1,686.8676016190190,28,인애유치원,0,521.137882054617,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,293.31349022256400,326,유료,0,38,자양4동,37.529380135948700,127.06278972234800,0.0,0.0
39,127.06278446124100,37.53028147174480,310.9961352514460,10,자양,1,431.3243023991700,50,노룬산시장앞,0,74.78796825320630,459,비에이치씨한강뚝섬3호점,1,663.2832476287710,28,인애유치원,0,516.4109489986800,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,240.3925923170890,276,유료,1,39,자양4동,37.53028147174480,127.06278446124100,0.0,0.0
40,127.06277919989900,37.53118280740230,308.43597154482300,10,자양,1,370.9212680504380,50,노룬산시장앞,1,51.355465413105300,459,비에이치씨한강뚝섬3호점,1,644.5289768499030,28,인애유치원,0,518.7398611988180,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,191.41996527557600,276,유료,8,40,자양4동,37.53118280740230,127.06277919989900,0.0,0.0
41,127.0627739383230,37.53208414292130,317.58741791651000,10,자양,1,310.546207493387,50,노룬산시장앞,1,83.64204273116360,459,비에이치씨한강뚝섬3호점,12,631.035579385653,28,인애유치원,0,528.0312606443780,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,151.0258235878560,276,유료,11,41,자양4동,37.53208414292130,127.0627739383230,0.0,0.0
42,127.06276867651200,37.532985478301800,337.4991090696790,10,자양,1,250.2193589244770,50,노룬산시장앞,4,136.63475656147900,459,비에이치씨한강뚝섬3호점,18,623.1448964678950,28,인애유치원,0,543.9284586814000,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,127.63299473300300,276,유료,12,42,자양4동,37.532985478301800,127.06276867651200,0.0,0.0
43,127.06276341446700,37.53388681354380,366.4210479794630,10,자양,1,189.9866387956760,50,노룬산시장앞,4,170.4179794553720,348,굿데이호프,24,621.0705070077030,28,인애유치원,0,565.8749910355470,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,124.34390197945500,328,유료,12,43,자양4동,37.53388681354380,127.06276341446700,0.0,0.0
44,127.06275815218800,37.53478814864720,402.4151704535230,10,자양,1,129.97894852984500,50,노룬산시장앞,4,110.22666995952900,348,굿데이호프,25,624.870334189092,28,인애유치원,0,593.1998130655290,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,79.37499860544770,328,유료,13,44,자양4동,37.53478814864720,127.06275815218800,0.0,0.0
45,127.06275288967400,37.53568948361200,443.7638985999280,10,자양,0,70.77099725471630,50,노룬산시장앞,4,50.71431994833540,348,굿데이호프,26,634.4388352492630,28,인애유치원,0,625.1981289483280,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,66.7356142347027,328,유료,13,45,자양4동,37.53568948361200,127.06275288967400,0.0,0.0
46,127.06274762692600,37.53659081843830,489.1110950699620,10,자양,0,20.90306068413070,50,노룬산시장앞,3,7.767078007295410,39,전주생막걸리,27,649.5211098122310,28,인애유치원,0,661.1917620380420,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,99.60499697036790,328,유료,3,46,자양4동,37.53659081843830,127.06274762692600,0.0,0.0
47,127.06274236394300,37.53749215312600,537.4455882439190,10,자양,0,56.389119452296900,50,노룬산시장앞,3,59.32759855290040,39,전주생막걸리,26,669.7447557550720,28,인애유치원,0,700.5651643590590,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,150.67489537614000,328,유료,3,47,자양4동,37.53749215312600,127.06274236394300,0.0,0.0
48,127.06273710072600,37.538393487675200,588.0311919910320,10,자양,0,115.05178243980200,50,노룬산시장앞,5,119.5557046887750,39,전주생막걸리,26,694.660871957157,28,인애유치원,0,742.7810609228770,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,206.87905230542100,328,유료,1,48,자양4동,37.538393487675200,127.06273710072600,0.0,0.0
49,127.0627318372740,37.53929482208580,640.3346192969210,10,자양,0,174.95276947468600,50,노룬산시장앞,5,86.49882617362360,181,난이네실내포차,28,723.7850051287530,28,인애유치원,0,787.3823754064510,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,249.50045233733900,325,유료,0,49,자양4동,37.53929482208580,127.0627318372740,0.0,0.0
50,127.0639372228410,37.52668031176580,339.1565007101510,10,자양,1,612.0380893949670,105,자양4동주민센터앞,0,306.815770393011,459,비에이치씨한강뚝섬3호점,1,686.664551960449,28,인애유치원,0,465.23951487562100,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,342.8367505210000,326,유료,0,50,자양4동,37.52668031176580,127.0639372228410,0.0,0.0
51,127.06393197605300,37.5275816481129,289.94274755410600,10,자양,1,567.7107404339040,105,자양4동주민센터앞,0,248.6120174539860,459,비에이치씨한강뚝섬3호점,1,646.2221823007810,28,인애유치원,0,435.29559710898300,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,288.2956213631560,326,유료,0,51,자양4동,37.5275816481129,127.06393197605300,0.0,0.0
52,127.06392672903100,37.528482984321500,245.80792482811500,10,자양,1,526.6077955406130,105,자양4동주민센터앞,0,191.81924945021900,459,비에이치씨한강뚝섬3호점,1,609.1088432642020,28,인애유치원,0,412.1069131380940,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,236.65733779500000,326,유료,0,52,자양4동,37.528482984321500,127.06392672903100,0.0,0.0
53,127.0639214817750,37.52938432039150,209.9793875160110,10,자양,1,489.54210594556000,105,자양4동주민센터앞,0,138.18820040574400,459,비에이치씨한강뚝섬3호점,1,575.9684219799730,28,인애유치원,0,396.8593620478490,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,190.299822052077,326,유료,1,53,자양4동,37.52938432039150,127.0639214817750,0.0,0.0
54,127.06391623428500,37.53028565632300,187.28644568529300,10,자양,1,444.7674940112110,50,노룬산시장앞,1,93.33805277292670,459,비에이치씨한강뚝섬3호점,2,547.5228063584340,28,인애유치원,0,390.4842981321850,3,서울특별시 광진구 자양동(동부간선도로-강변북로램프(6) 부근),0,154.06602343746700,326,유료,2,54,자양4동,37.53028565632300,127.06391623428500,0.0,0.0
