,행정동,center_lat,center_lon,주차장수,최소거리(m)
314,자양3동,37.53392817662657,127.0740817001282,0.0,0.0
315,자양3동,37.5348295130684,127.0740765740577,0.0,0.0
316,자양3동,37.53573084937172,127.07407144775888,0.0,0.0
317,자양3동,37.53663218553651,127.0740663212317,0.0,0.0
318,자양3동,37.5375335215628,127.07406119447614,0.0,0.0
319,자양3동,37.538434857450575,127.0740560674922,0.0,0.0
320,화양동,37.53933619319981,127.07405094027986,0.0,0.0
321,화양동,37.54023752881053,127.07404581283916,0.0,0.0
322,화양동,37.541138864282736,127.07404068516998,0.0,0.0
323,화양동,37.54204019961641,127.0740355572724,0.0,0.0
324,화양동,37.54294153481156,127.07403042914638,0.0,0.0
325,화양동,37.5438428698682,127.07402530079192,0.0,0.0
326,화양동,37.54474420478629,127.074020172209,0.0,0.0
327,화양동,37.545645539565875,127.0740150433976,0.0,0.0
328,화양동,37.546546874206925,127.07400991435772,0.0,0.0
329,군자동,37.54744820870943,127.0740047850894,0.0,0.0
330,군자동,37.548349543073414,127.07399965559247,0.0,0.0
331,군자동,37.549250877298874,127.0739945258671,0.0,0.0
332,군자동,37.5501522113858,127.07398939591322,0.0,0.0
333,군자동,37.55105354533418,127.07398426573076,0.0,0.0
334,군자동,37.55195487914403,127.0739791353198,0.0,0.0
335,군자동,37.55285621281534,127.07397400468024,0.0,0.0
336,군자동,37.55375754634811,127.07396887381212,0.0,0.0
337,군자동,37.55465887974235,127.07396374271543,0.0,0.0
338,군자동,37.555560212998046,127.07395861139015,0.0,0.0
339,군자동,37.55646154611518,127.0739534798363,0.0,0.0
340,군자동,37.55736287909379,127.07394834805382,0.0,0.0
341,군자동,37.55826421193386,127.07394321604272,0.0,0.0
342,군자동,37.55916554463538,127.073938083803,0.0,0.0
343,중곡1동,37.560066877198345,127.0739329513346,0.0,0.0
344,중곡1동,37.56096820962277,127.0739278186376,0.0,0.0
345,중곡1동,37.561869541908656,127.07392268571188,0.0,0.0
346,중곡1동,37.56277087405598,127.07391755255752,0.0,0.0
347,자양2동,37.524017541823405,127.07526975187668,0.0,0.0
348,자양2동,37.52491887992072,127.07526464193168,0.0,0.0
349,자양2동,37.525820217879506,127.07525953175902,0.0,0.0
350,자양2동,37.5267215556998,127.07525442135872,0.0,0.0
351,자양2동,37.5276228933816,127.07524931073078,0.0,0.0
352,자양2동,37.52852423092491,127.07524419987516,0.0,0.0
353,자양2동,37.5294255683297,127.07523908879192,0.0,0.0
354,자양2동,37.53032690559598,127.07523397748096,0.0,0.0
355,자양2동,37.53122824272376,127.07522886594232,0.0,0.0
356,자양3동,37.53212957971303,127.07522375417598,0.0,0.0
357,자양3동,37.5330309165638,127.07521864218192,0.0,0.0
358,자양3동,37.53393225327606,127.07521352996014,0.0,0.0
359,자양3동,37.53483358984981,127.0752084175106,0.0,0.0
360,자양3동,37.53573492628504,127.07520330483337,0.0,0.0
361,자양3동,37.53663626258175,127.07519819192837,0.0,0.0
362,자양3동,37.53753759873997,127.07519307879558,0.0,0.0
363,자양3동,37.538438934759654,127.07518796543502,0.0,0.0
364,화양동,37.539340270640835,127.07518285184668,0.0,0.0
365,화양동,37.54024160638349,127.07517773803052,0.0,0.0
366,화양동,37.54114294198762,127.0751726239866,0.0,0.0
367,화양동,37.54204427745323,127.07516750971482,0.0,0.0
368,화양동,37.54294561278034,127.0751623952152,0.0,0.0
369,화양동,37.54384694796891,127.07515728048776,0.0,0.0
370,화양동,37.544748283018976,127.07515216553249,0.0,0.0
371,화양동,37.5456496179305,127.0751470503493,0.0,0.0
372,화양동,37.5465509527035,127.0751419349383,1.0,43.0
373,능동,37.547452287337975,127.07513681929936,0.0,0.0
374,능동,37.548353621833925,127.07513170343256,0.0,0.0
375,군자동,37.549254956191334,127.07512658733783,0.0,0.0
376,군자동,37.55015629041023,127.07512147101522,0.0,0.0
377,군자동,37.55105762449056,127.07511635446464,0.0,0.0
378,군자동,37.551958958432394,127.07511123768614,0.0,0.0
379,군자동,37.55286029223568,127.0751061206797,1.0,49.0
380,군자동,37.55376162590043,127.07510100344533,0.0,0.0
381,군자동,37.554662959426665,127.07509588598292,1.0,52.0
382,군자동,37.55556429281434,127.07509076829258,0.0,0.0
383,군자동,37.55646562606348,127.0750856503742,0.0,0.0
384,군자동,37.55736695917406,127.07508053222786,0.0,0.0
385,군자동,37.558268292146145,127.07507541385353,0.0,0.0
386,중곡1동,37.55916962497965,127.0750702952511,0.0,0.0
387,중곡1동,37.56007095767462,127.0750651764207,0.0,0.0
388,중곡1동,37.56097229023106,127.07506005736224,0.0,0.0
389,중곡1동,37.56187362264894,127.07505493807572,0.0,0.0
390,중곡1동,37.56277495492828,127.07504981856113,0.0,0.0
391,중곡1동,37.56367628706907,127.07504469881844,0.0,0.0
392,중곡1동,37.56457761907131,127.07503957884772,0.0,0.0
393,자양2동,37.52402160617883,127.0764014321458,0.0,0.0
394,자양2동,37.524922944407656,127.07639633581508,0.0,0.0
395,자양2동,37.525824282497986,127.07639123925732,0.0,0.0
396,자양2동,37.52672562044982,127.07638614247251,0.0,0.0
397,자양2동,37.52762695826316,127.0763810454607,0.0,0.0
398,자양2동,37.528528295938,127.07637594822182,0.0,0.0
399,자양2동,37.52942963347433,127.0763708507559,0.0,0.0
400,자양2동,37.53033097087216,127.07636575306287,0.0,0.0
401,자양2동,37.53123230813149,127.07636065514278,0.0,0.0
402,자양2동,37.53213364525233,127.07635555699558,1.0,27.0
403,자양1동,37.53303498223465,127.07635045862126,2.0,66.0
404,자양1동,37.53393631907848,127.07634536001984,18.0,53.0
405,자양1동,37.53483765578378,127.07634026119132,6.0,46.0
