법정동코드,주소,새주소-도로명,일반인이용,경도,위도,법정동명
10200,서울특별시 광진구 능동 369-14,능동로30길,일반인 개방,127.079201,37.553647,능동
10200,서울특별시 광진구 능동 152-1 능동경로당,천호대로112길,일반인 개방,127.080182,37.55322,능동
10200,서울특별시 광진구 능동 242-21,천호대로124길,일반인 개방,127.083397,37.552751,능동
10200,서울특별시 광진구 능동 243-5,천호대로124길,일반인 개방,127.084161,37.552576,능동
10200,서울특별시 광진구 능동 156-1 금화주택,능동로24길,일반인 개방,127.080777,37.553274,능동
10200,서울특별시 광진구 능동 249-42,능동로32길,일반인 개방,127.08582,37.552799,능동
10200,서울특별시 광진구 능동 224-38 그랜드빌리지,능동로34길,일반인 개방,127.080118,37.555373,능동
10200,서울특별시 광진구 능동 135-18,능동로32길,일반인 개방,127.082218,37.55245,능동
10200,서울특별시 광진구 능동 320-4,능동로32길,일반인 개방,127.079796,37.554887,능동
10200,서울특별시 광진구 능동 252-3,능동로32길,일반인 개방,127.086144,37.552291,능동
10200,서울특별시 광진구 능동 320-7,능동로32길,일반인 개방,127.079164,37.554139,능동
10200,서울특별시 광진구 능동 232-7,능동로24길,일반인 개방,127.080736,37.553629,능동
10200,서울특별시 광진구 능동 320-49,천호대로110길,일반인 개방,127.078862,37.554155,능동
10200,서울특별시 광진구 능동 390-6,능동로30길,일반인 개방,127.079064,37.553124,능동
10200,서울특별시 광진구 능동 234-14,천호대로112길,일반인 개방,127.08135,37.554636,능동
10200,서울특별시 광진구 능동 239-9,천호대로116길,일반인 개방,127.083502,37.554049,능동
10200,서울특별시 광진구 능동 225-28,능동로32길,일반인 개방,127.078817,37.555,능동
10200,서울특별시 광진구 능동 383,능동로24길,일반인 개방,127.079983,37.552804,능동
10200,서울특별시 광진구 능동 222-5,천호대로112길,일반인 개방,127.081336,37.555811,능동
10200,서울특별시 광진구 능동 232-23,천호대로112길,일반인 개방,127.080739,37.554159,능동
10200,서울특별시 광진구 능동 234-24,능동로34길,일반인 개방,127.081582,37.554802,능동
10200,서울특별시 광진구 능동 234-33,능동로32길,일반인 개방,127.081766,37.554307,능동
10200,서울특별시 광진구 능동 237-14,능동로36길,일반인 개방,127.083501,37.554879,능동
10200,서울특별시 광진구 능동 239-2,능동로34길,일반인 개방,127.082815,37.554294,능동
10200,서울특별시 광진구 능동 248-1,천호대로118길,일반인 개방,127.085367,37.553942,능동
10200,서울특별시 광진구 능동 251-15,천호대로120길,일반인 개방,127.085614,37.552149,능동
10200,서울특별시 광진구 능동 257-3,천호대로124길,일반인 개방,127.08771,37.5522,능동
10200,서울특별시 광진구 능동 257-8,천호대로122길,일반인 개방,127.087574,37.552359,능동
10200,서울특별시 광진구 능동 314-11,능동로26길,일반인 개방,127.078345,37.552453,능동
10200,서울특별시 광진구 능동 370,천호대로112길,일반인 개방,127.079865,37.554058,능동
10200,서울특별시 광진구 능동 393,능동로28길,일반인 개방,127.079074,37.552937,능동
10200,서울특별시 광진구 능동 417,능동로28길,일반인 개방,127.07896,37.552758,능동
10200,서울특별시 광진구 능동 398-17,능동로30길,일반인 개방,127.078881,37.553668,능동
10200,서울특별시 광진구 능동 249-1,천호대로118길,일반인 개방,127.085055,37.553441,능동
10200,서울특별시 광진구 능동 283-5,능동로26길,일반인 개방,127.077735,37.552933,능동
10200,서울특별시 광진구 능동 236-10 보원빌딩,천호대로112길,일반인 개방,127.081656,37.555688,능동
10200,서울특별시 광진구 능동 380 대명이튼캐슬,천호대로112길,일반인 개방,127.080019,37.553221,능동
10200,서울특별시 광진구 능동 223-17,능동로34길,일반인 개방,127.080672,37.555508,능동
10200,서울특별시 광진구 능동 223-33 진주빌딩,능동로36길,일반인 개방,127.080131,37.556,능동
10200,서울특별시 광진구 능동 282-10,능동로,일반인 개방,127.078539,37.554816,능동
10200,서울특별시 광진구 능동 320-52,천호대로110길,일반인 개방,127.078759,37.554046,능동
10200,서울특별시 광진구 능동 232-13,능동로24길,일반인 개방,127.081068,37.554103,능동
10200,서울특별시 광진구 능동 248-16,능동로34길,일반인 개방,127.085713,37.553398,능동
10200,서울특별시 광진구 능동 249-15 하우젠빌,능동로34길,일반인 개방,127.085403,37.553312,능동
10200,서울특별시 광진구 능동 243-15,천호대로118길,일반인 개방,127.084167,37.552822,능동
10200,서울특별시 광진구 능동 210,천호대로112길,일반인 개방,127.08011,37.554372,능동
10200,서울특별시 광진구 능동 239-7,능동로34길,일반인 개방,127.083348,37.554115,능동
10200,서울특별시 광진구 능동 169,천호대로116길,일반인 개방,127.081037,37.552951,능동
10200,서울특별시 광진구 능동 232-21,천호대로112길,일반인 개방,127.080812,37.554302,능동
10200,서울특별시 광진구 능동 283-9 그린아파트,천호대로110길,일반인 개방,127.078385,37.553949,능동
10200,서울특별시 광진구 능동 283-34,천호대로110길,일반인 개방,127.07799,37.553018,능동
10200,서울특별시 광진구 능동 257-20,천호대로122길,일반인 개방,127.087707,37.552584,능동
10200,서울특별시 광진구 능동 250-3,능동로32길,일반인 개방,127.085073,37.552621,능동
10200,서울특별시 광진구 능동 251-17,천호대로120길,일반인 개방,127.085526,37.551971,능동
10200,서울특별시 광진구 능동 320-47,능동로32길,일반인 개방,127.07913,37.554058,능동
10200,서울특별시 광진구 능동 282-6 한성빌딩,능동로,일반인 개방,127.078358,37.554472,능동
10200,서울특별시 광진구 능동 242-20,천호대로124길,일반인 개방,127.083232,37.552785,능동
10200,서울특별시 광진구 능동 251-4,천호대로124길,일반인 개방,127.085347,37.55192,능동
10200,서울특별시 광진구 능동 224-41,능동로34길,일반인 개방,127.079891,37.55546,능동
10200,서울특별시 광진구 능동 372,능동로32길,일반인 개방,127.079712,37.553655,능동
10200,서울특별시 광진구 능동 373,천호대로112길,일반인 개방,127.079925,37.553533,능동
10200,서울특별시 광진구 능동 232-4 능동주민센터,천호대로112길,일반인 개방,127.080545,37.553767,능동
10200,서울특별시 광진구 능동 245-9 대명파리지앙,능동로34길,일반인 개방,127.08428,37.554109,능동
10200,서울특별시 광진구 능동 244-13 희래하이츠,능동로32길,일반인 개방,127.084041,37.553514,능동
10200,서울특별시 광진구 능동 241-28,천호대로116길,일반인 개방,127.082326,37.552541,능동
10200,서울특별시 광진구 능동 241-4,천호대로116길,일반인 개방,127.082907,37.553242,능동
10200,서울특별시 광진구 능동 241-26,천호대로116길,일반인 개방,127.082717,37.55317,능동
10200,서울특별시 광진구 능동 224-48 현대주택,능동로32길,일반인 개방,127.0797,37.555131,능동
10200,서울특별시 광진구 능동 235-12,능동로34길,일반인 개방,127.081643,37.555117,능동
10200,서울특별시 광진구 능동 233-7,능동로32길,일반인 개방,127.081745,37.554101,능동
10200,서울특별시 광진구 능동 241-3,천호대로116길,일반인 개방,127.083117,37.553462,능동
10200,서울특별시 광진구 능동 232-3,천호대로112길,일반인 개방,127.080652,37.553896,능동
10200,서울특별시 광진구 능동 320-17,능동로32길,일반인 개방,127.079614,37.554958,능동
10200,서울특별시 광진구 능동 253-28,능동로32길,일반인 개방,127.08613,37.552616,능동
10200,서울특별시 광진구 능동 247-6 믿음빌딩,천호대로,일반인 개방,127.086701,37.553978,능동
10200,서울특별시 광진구 능동 248-32 청솔빌라,천호대로118길,일반인 개방,127.085287,37.553817,능동
10200,서울특별시 광진구 능동 135-8,능동로32길,일반인 개방,127.082095,37.552687,능동
10200,서울특별시 광진구 능동 235-8 그린하우스,능동로34길,일반인 개방,127.082016,37.554974,능동
10200,서울특별시 광진구 능동 258-16,천호대로124길,일반인 개방,127.08658,37.551981,능동
10200,서울특별시 광진구 능동 246-18,능동로36길,일반인 개방,127.084307,37.554571,능동
10200,서울특별시 광진구 능동 235-15,능동로34길,일반인 개방,127.081746,37.554927,능동
10200,서울특별시 광진구 능동 313-1,능동로28길,일반인 개방,127.078664,37.552849,능동
10200,서울특별시 광진구 능동 251-21,능동로32길,일반인 개방,127.08559,37.552272,능동
10200,서울특별시 광진구 능동 284-6,능동로30길,일반인 개방,127.079045,37.553481,능동
10200,서울특별시 광진구 능동 437-1,능동로24길,일반인 개방,127.079452,37.552226,능동
10200,서울특별시 광진구 능동 25 경복초등학교,천호대로130길,일반인 개방,127.086858,37.549882,능동
10200,서울특별시 광진구 능동 418,능동로28길,일반인 개방,127.079097,37.552697,능동
10200,서울특별시 광진구 능동 315-18,능동로,일반인 개방,127.077488,37.552353,능동
10200,서울특별시 광진구 능동 238-25,능동로36길,일반인 개방,127.083698,37.554589,능동
10200,서울특별시 광진구 능동 248-12,능동로36길,일반인 개방,127.085683,37.553822,능동
10200,서울특별시 광진구 능동 237-12,천호대로,일반인 개방,127.083929,37.555057,능동
10200,서울특별시 광진구 능동 238-1,천호대로114길,일반인 개방,127.08272,37.554897,능동
10200,서울특별시 광진구 능동 222-7,능동로36길,일반인 개방,127.0808,37.555992,능동
10200,서울특별시 광진구 능동 143,천호대로116길,일반인 개방,127.080614,37.55292,능동
10200,서울특별시 광진구 능동 244-7,능동로34길,일반인 개방,127.08469,37.553587,능동
10200,서울특별시 광진구 능동 276-4,능동로,일반인 개방,127.079482,37.556458,능동
10200,서울특별시 광진구 능동 238-31,능동로36길,일반인 개방,127.082885,37.5549,능동
10200,서울특별시 광진구 능동 240-20,능동로32길,일반인 개방,127.08257,37.553686,능동
10200,서울특별시 광진구 능동 234-30,능동로32길,일반인 개방,127.081728,37.554606,능동
10200,서울특별시 광진구 능동 244-27 포레 더 퍼스트 하임,능동로34길,일반인 개방,127.084399,37.553571,능동
10200,서울특별시 광진구 능동 255-12,능동로36길,일반인 개방,127.087431,37.553493,능동
10200,서울특별시 광진구 능동 250-36,능동로32길,일반인 개방,127.085069,37.552794,능동
10200,서울특별시 광진구 능동 135-35 디아크빌,천호대로116길,일반인 개방,127.082316,37.5523,능동
10200,서울특별시 광진구 능동 241-16,능동로32길,일반인 개방,127.082763,37.553587,능동
10200,서울특별시 광진구 능동 239-26,능동로32길,일반인 개방,127.083099,37.553942,능동
10200,서울특별시 광진구 능동 239-20,능동로32길,일반인 개방,127.082484,37.554036,능동
10200,서울특별시 광진구 능동 245-6 더에이치,천호대로118길,일반인 개방,127.08505,37.55407,능동
10400,서울특별시 광진구 광장동 182-8,아치산로78가길,일반인 개방,127.108508,37.548609,광장동
10400,서울특별시 광진구 광장동 326-8,아차산로76가길,일반인 개방,127.106793,37.547204,광장동
10400,서울특별시 광진구 광장동 376-19,광장로1다길,일반인 개방,127.102428,37.549565,광장동
10400,서울특별시 광진구 광장동 326-15,아차산로,일반인 개방,127.1066,37.547165,광장동
10400,서울특별시 광진구 광장동 127 리버힐오피스텔,아차산로78길,일반인 개방,127.110186,37.550129,광장동
10400,서울특별시 광진구 광장동 244-6,아차산로,일반인 개방,127.10491,37.546159,광장동
10400,서울특별시 광진구 광장동 554-7 광장현대아파트,아차산로70길,일반인 개방,127.100068,37.539796,광장동
10400,서울특별시 광진구 광장동 258-40,광장로,일반인 개방,127.102822,37.547157,광장동
10400,서울특별시 광진구 광장동 340-6 광장동리버빌,아차산로78가길,일반인 개방,127.108129,37.548542,광장동
10400,서울특별시 광진구 광장동 287-5,광장로,일반인 개방,127.104635,37.547351,광장동
10400,서울특별시 광진구 광장동 288,광장로,일반인 개방,127.104458,37.547298,광장동
10400,서울특별시 광진구 광장동 243-8,아차산로73길,일반인 개방,127.104189,37.545927,광장동
10400,서울특별시 광진구 광장동 288-17,광장로,일반인 개방,127.104233,37.547262,광장동
10400,서울특별시 광진구 광장동 259-3 광장동 노인복지회관,광장로,일반인 개방,127.104039,37.547189,광장동
10400,서울특별시 광진구 광장동 257-2,광장로,일반인 개방,127.103855,37.547167,광장동
10400,서울특별시 광진구 광장동 257-3,광장로,일반인 개방,127.103626,37.547092,광장동
10400,서울특별시 광진구 광장동 257-9 라빌레트,광장로,일반인 개방,127.103379,37.547024,광장동
10400,서울특별시 광진구 광장동 257-5,천호대로143길,일반인 개방,127.103679,37.546967,광장동
10400,서울특별시 광진구 광장동 258-45 보람빌딩,천호대로143길,일반인 개방,127.103388,37.546842,광장동
10400,서울특별시 광진구 광장동 248-24 광장동주민센터,광장로,일반인 개방,127.103107,37.546837,광장동
10400,서울특별시 광진구 광장동 247-13,아차산로75길,일반인 개방,127.102997,37.546726,광장동
10400,서울특별시 광진구 광장동 248-33,아차산로75길,일반인 개방,127.103146,37.546665,광장동
10400,서울특별시 광진구 광장동 248-3,천호대로143길,일반인 개방,127.103322,37.54662,광장동
10400,서울특별시 광진구 광장동 341-12,아차산로,일반인 개방,127.107596,37.549185,광장동
10400,서울특별시 광진구 광장동 287-1 라드빌,광장로,일반인 개방,127.104613,37.5476,광장동
10400,서울특별시 광진구 광장동 285-4 다우빌라,광장로5길,일반인 개방,127.104795,37.548051,광장동
10400,서울특별시 광진구 광장동 285-19,광장로5길,일반인 개방,127.10507,37.547866,광장동
10400,서울특별시 광진구 광장동 271-17,광장로5길,일반인 개방,127.104728,37.548681,광장동
10400,서울특별시 광진구 광장동 350-2,광장로7길,일반인 개방,127.105455,37.548993,광장동
10400,서울특별시 광진구 광장동 350-8,광장로7길,일반인 개방,127.105451,37.548839,광장동
10400,서울특별시 광진구 광장동 272-5,광장로7길,일반인 개방,127.10564,37.548004,광장동
10400,서울특별시 광진구 광장동 445-5,아차산로,일반인 개방,127.102947,37.544078,광장동
10400,서울특별시 광진구 광장동 231-1 광나루지구대,아차산로,일반인 개방,127.103411,37.544416,광장동
10400,서울특별시 광진구 광장동 396-6 현대 그린빌,천호대로,일반인 개방,127.102056,37.545457,광장동
10400,서울특별시 광진구 광장동 396-13 현대 아피스,천호대로,일반인 개방,127.101891,37.545411,광장동
10400,서울특별시 광진구 광장동 396-7,천호대로,일반인 개방,127.102122,37.545273,광장동
10400,서울특별시 광진구 광장동 396-11,천호대로,일반인 개방,127.101952,37.545289,광장동
10400,서울특별시 광진구 광장동 554 서울광남초등학교,아차산로70길,일반인 개방,127.100972,37.540795,광장동
10400,서울특별시 광진구 광장동 554-11 광남고등학교,아차산로70길,일반인 개방,127.102161,37.541169,광장동
10400,서울특별시 광진구 광장동 453-1 삼성아파트,아차산로,일반인 개방,127.102065,37.542396,광장동
10400,서울특별시 광진구 광장동 561 삼성아파트,아차산로70길,일반인 개방,127.103301,37.541393,광장동
10400,서울특별시 광진구 광장동 218-1 광장극동아파트,아차산로,일반인 개방,127.105099,37.543921,광장동
10400,서울특별시 광진구 광장동 226 노블빌리지,아차산로70길,일반인 개방,127.103024,37.541832,광장동
10400,서울특별시 광진구 광장동 401-17,광장로,일반인 개방,127.098271,37.545819,광장동
10400,서울특별시 광진구 광장동 414-1 양진초중학교,워커힐로,일반인 개방,127.09823,37.544615,광장동
10400,서울특별시 광진구 광장동 277-11,광장로7길,일반인 개방,127.105924,37.54805,광장동
10400,서울특별시 광진구 광장동 277-12,광장로,일반인 개방,127.105936,37.547947,광장동
10400,서울특별시 광진구 광장동 276-14 넛빌1,광장로9길,일반인 개방,127.106026,37.548292,광장동
10400,서울특별시 광진구 광장동 145-8 워커힐아파트,아차산로,일반인 개방,127.106572,37.550486,광장동
10400,서울특별시 광진구 광장동 581 광장자이아파트,광나루로,일반인 개방,127.09525,37.542583,광장동
10400,서울특별시 광진구 광장동 566 청구아파트,아차산로,일반인 개방,127.096317,37.542494,광장동
10400,서울특별시 광진구 광장동 530-44 로원빌딩,광나루로,일반인 개방,127.095775,37.541828,광장동
10400,서울특별시 광진구 광장동 530-24,아차산로,일반인 개방,127.095999,37.541842,광장동
10400,서울특별시 광진구 광장동 576,아차산로,일반인 개방,127.097711,37.542515,광장동
10400,서울특별시 광진구 광장동 484 광남유치원,아차산로70길,일반인 개방,127.098549,37.540531,광장동
10400,서울특별시 광진구 광장동 565 현대아파트,아차산로,일반인 개방,127.09974,37.541936,광장동
10400,서울특별시 광진구 광장동 470-3 진넥스오딧세이,아차산로,일반인 개방,127.097274,37.541385,광장동
10400,서울특별시 광진구 광장동 515-3,아차산로,일반인 개방,127.096741,37.541275,광장동
10400,서울특별시 광진구 광장동 471-6,아차산로,일반인 개방,127.096727,37.541151,광장동
10400,서울특별시 광진구 광장동 571-1,광나루로,일반인 개방,127.096448,37.54105,광장동
10400,서울특별시 광진구 광장동 512-5,광나루로,일반인 개방,127.096785,37.540776,광장동
10400,서울특별시 광진구 광장동 457-3 광장빌리지,아차산로66길,일반인 개방,127.100514,37.541792,광장동
10400,서울특별시 광진구 광장동 457-17 명성11,아차산로70길,일반인 개방,127.100819,37.541871,광장동
10400,서울특별시 광진구 광장동 457-1 광희현대타워,아차산로70길,일반인 개방,127.101217,37.541957,광장동
10400,서울특별시 광진구 광장동 457-25,아차산로70길,일반인 개방,127.101347,37.542094,광장동
10400,서울특별시 광진구 광장동 463-3,아차산로,일반인 개방,127.100474,37.542399,광장동
10400,서울특별시 광진구 광장동 570 상록타워아파트,아차산로,일반인 개방,127.100967,37.54234,광장동
10400,서울특별시 광진구 광장동 394-5 광장중학교,광장로1길,일반인 개방,127.101727,37.54709,광장동
10400,서울특별시 광진구 광장동 383 워커힐빌리지,광장로1가길,일반인 개방,127.099821,37.54855,광장동
10400,서울특별시 광진구 광장동 388-8 아서앤그레이스,광장로1가길,일반인 개방,127.101166,37.547121,광장동
10400,서울특별시 광진구 광장동 388-7 오양그린빌라,광장로1가길,일반인 개방,127.101101,37.547345,광장동
10400,서울특별시 광진구 광장동 258-36,광장로,일반인 개방,127.102338,37.547022,광장동
10400,서울특별시 광진구 광장동 258-37,광장로,일반인 개방,127.102476,37.54706,광장동
10400,서울특별시 광진구 광장동 258-25,광장로1길,일반인 개방,127.102286,37.547158,광장동
10400,서울특별시 광진구 광장동 258-39,광장로,일반인 개방,127.102701,37.547122,광장동
10400,서울특별시 광진구 광장동 258-41,광장로,일반인 개방,127.102763,37.54727,광장동
10400,서울특별시 광진구 광장동 258-27,광장로,일반인 개방,127.102974,37.547317,광장동
10400,서울특별시 광진구 광장동 258-42,광장로,일반인 개방,127.103031,37.547198,광장동
10400,서울특별시 광진구 광장동 258-32 영빈아트빌라,광장로1길,일반인 개방,127.102599,37.547603,광장동
10400,서울특별시 광진구 광장동 246-9,천호대로141길,일반인 개방,127.10261,37.546124,광장동
10400,서울특별시 광진구 광장동 246-12,천호대로143길,일반인 개방,127.103013,37.545958,광장동
10400,서울특별시 광진구 광장동 244-26,천호대로143길,일반인 개방,127.103223,37.545911,광장동
10400,서울특별시 광진구 광장동 244-27,천호대로143길,일반인 개방,127.103388,37.545844,광장동
10400,서울특별시 광진구 광장동 245-12,아차산로73길,일반인 개방,127.103664,37.5461,광장동
10400,서울특별시 광진구 광장동 245-10,천호대로143길,일반인 개방,127.103423,37.546027,광장동
10400,서울특별시 광진구 광장동 245-7,천호대로143길,일반인 개방,127.103291,37.546072,광장동
10400,서울특별시 광진구 광장동 245-9 까사나루,아차산로73길,일반인 개방,127.103534,37.546142,광장동
10400,서울특별시 광진구 광장동 248-19 코지하우스,아차산로75길,일반인 개방,127.103643,37.546466,광장동
10400,서울특별시 광진구 광장동 248-38,아차산로75길,일반인 개방,127.103803,37.546385,광장동
10400,서울특별시 광진구 광장동 249-2,아차산로75길,일반인 개방,127.104034,37.546287,광장동
10400,서울특별시 광진구 광장동 249-3,아차산로75길,일반인 개방,127.10416,37.546255,광장동
10400,서울특별시 광진구 광장동 245-13,아차산로73길,일반인 개방,127.103722,37.546279,광장동
10400,서울특별시 광진구 광장동 245-15,아차산로73길,일반인 개방,127.103572,37.546352,광장동
10400,서울특별시 광진구 광장동 285-6,광장로5길,일반인 개방,127.104738,37.54786,광장동
10400,서울특별시 광진구 광장동 272-31,광장로7길,일반인 개방,127.105498,37.548183,광장동
10400,서울특별시 광진구 광장동 272-18,광장로5길,일반인 개방,127.105289,37.547881,광장동
10400,서울특별시 광진구 광장동 276-16,광장로9길,일반인 개방,127.105788,37.548573,광장동
10400,서울특별시 광진구 광장동 275-12,광장로7길,일반인 개방,127.105731,37.548484,광장동
10400,서울특별시 광진구 광장동 276-7,광장로9길,일반인 개방,127.105852,37.548776,광장동
10400,서울특별시 광진구 광장동 569 현대아파트,아차산로,일반인 개방,127.098389,37.541668,광장동
10400,서울특별시 광진구 광장동 280-1,광장로,일반인 개방,127.105678,37.547907,광장동
10400,서울특별시 광진구 광장동 336-7,아차산로76길,일반인 개방,127.107384,37.547801,광장동
10400,서울특별시 광진구 광장동 272-2,광장로5길,일반인 개방,127.105256,37.548435,광장동
10400,서울특별시 광진구 광장동 182-3 강변빌리지 1동,아차산로78가길,일반인 개방,127.108264,37.548509,광장동
10400,서울특별시 광진구 광장동 319-1,천호대로,일반인 개방,127.107844,37.545223,광장동
10400,서울특별시 광진구 광장동 372-3 워커힐파크빌,광장로1다길,일반인 개방,127.10214,37.550714,광장동
10400,서울특별시 광진구 광장동 388-3,광장로1가길,일반인 개방,127.101064,37.547601,광장동
10400,서울특별시 광진구 광장동 339-17,아차산로78가길,일반인 개방,127.107839,37.548216,광장동
10400,서울특별시 광진구 광장동 339-7,아차산로76길,일반인 개방,127.107643,37.548021,광장동
10400,서울특별시 광진구 광장동 324-1 세명빌라,아차산로78가길,일반인 개방,127.107861,37.548074,광장동
10400,서울특별시 광진구 광장동 340-19 에쓰아트빌,아차산로78가길,일반인 개방,127.108053,37.548125,광장동
10400,서울특별시 광진구 광장동 325-1,아차산로76길,일반인 개방,127.107791,37.547829,광장동
10400,서울특별시 광진구 광장동 323-3 장순루 주차장,아차산로78길,일반인 개방,127.108016,37.547719,광장동
10400,서울특별시 광진구 광장동 323-7,아차산로78길,일반인 개방,127.108143,37.547819,광장동
10400,서울특별시 광진구 광장동 184-11 한강빌딩,아차산로78길,일반인 개방,127.108351,37.547951,광장동
10400,서울특별시 광진구 광장동 187-13,아차산로78길,일반인 개방,127.109363,37.548164,광장동
10400,서울특별시 광진구 광장동 186,아차산로78길,일반인 개방,127.108981,37.547932,광장동
10400,서울특별시 광진구 광장동 185-1,아차산로78길,일반인 개방,127.108745,37.547834,광장동
10400,서울특별시 광진구 광장동 185-6 봉순빌딩,아차산로78길,일반인 개방,127.10841,37.547645,광장동
10400,서울특별시 광진구 광장동 185-2,아차산로78길,일반인 개방,127.108251,37.547499,광장동
10400,서울특별시 광진구 광장동 248-10,아차산로73길,일반인 개방,127.103232,37.546501,광장동
10400,서울특별시 광진구 광장동 248-7,아차산로73길,일반인 개방,127.103098,37.546547,광장동
10400,서울특별시 광진구 광장동 247-11 동호빌라,아차산로73길,일반인 개방,127.10281,37.546634,광장동
10400,서울특별시 광진구 광장동 247,아차산로73길,일반인 개방,127.102659,37.546695,광장동
10400,서울특별시 광진구 광장동 248-22,아차산로73길,일반인 개방,127.102453,37.546741,광장동
10400,서울특별시 광진구 광장동 248-20 동우아트빌,아차산로73길,일반인 개방,127.102222,37.54662,광장동
10400,서울특별시 광진구 광장동 248-25 청구빌라,아차산로73길,일반인 개방,127.102335,37.546573,광장동
10400,서울특별시 광진구 광장동 247-18,아차산로73길,일반인 개방,127.102467,37.546522,광장동
10400,서울특별시 광진구 광장동 247-23,아차산로73길,일반인 개방,127.102739,37.546423,광장동
10400,서울특별시 광진구 광장동 247-24 대근주택,아차산로73길,일반인 개방,127.102878,37.546373,광장동
10400,서울특별시 광진구 광장동 245-2 대근빌딩,아차산로73길,일반인 개방,127.10302,37.546334,광장동
10400,서울특별시 광진구 광장동 246-7 부성빌라,천호대로141길,일반인 개방,127.102804,37.546247,광장동
10400,서울특별시 광진구 광장동 247-20,천호대로141길,일반인 개방,127.102526,37.54634,광장동
10400,서울특별시 광진구 광장동 247-17 동원리버빌,천호대로141길,일반인 개방,127.10239,37.546388,광장동
10400,서울특별시 광진구 광장동 248-26 미궁365사옥,천호대로141길,일반인 개방,127.102271,37.546454,광장동
10400,서울특별시 광진구 광장동 246-20,천호대로141길,일반인 개방,127.102398,37.546211,광장동
10400,서울특별시 광진구 광장동 396-8,천호대로,일반인 개방,127.102087,37.545159,광장동
10400,서울특별시 광진구 광장동 322-8 해든빌딩,아차산로76가길,일반인 개방,127.107279,37.546974,광장동
10400,서울특별시 광진구 광장동 182-6,아차산로78가길,일반인 개방,127.108419,37.548229,광장동
10400,서울특별시 광진구 광장동 394-11,광장로1길,일반인 개방,127.101375,37.547817,광장동
10400,서울특별시 광진구 광장동 394-24,광장로1가길,일반인 개방,127.101646,37.54771,광장동
10400,서울특별시 광진구 광장동 258-12,광장로1길,일반인 개방,127.102302,37.547837,광장동
10400,서울특별시 광진구 광장동 258-10,광장로1길,일반인 개방,127.102523,37.547791,광장동
10400,서울특별시 광진구 광장동 258-18,광장로1길,일반인 개방,127.102175,37.54773,광장동
10400,서울특별시 광진구 광장동 258-33,광장로1길,일반인 개방,127.102705,37.547495,광장동
10400,서울특별시 광진구 광장동 258-35,광장로3길,일반인 개방,127.10288,37.54751,광장동
10400,서울특별시 광진구 광장동 376-2,광장로1다길,일반인 개방,127.10258,37.549005,광장동
10400,서울특별시 광진구 광장동 257-10,천호대로143길,일반인 개방,127.103602,37.546926,광장동
10400,서울특별시 광진구 광장동 257-4,천호대로143길,일반인 개방,127.103893,37.547056,광장동
10400,서울특별시 광진구 광장동 259-6,광장로,일반인 개방,127.10335,37.54732,광장동
10400,서울특별시 광진구 광장동 320-8,아차산로76길,일반인 개방,127.108046,37.547345,광장동
10400,서울특별시 광진구 광장동 320-15,아차산로76길,일반인 개방,127.108003,37.547137,광장동
10400,서울특별시 광진구 광장동 322-6,아차산로76가길,일반인 개방,127.10764,37.547183,광장동
10400,서울특별시 광진구 광장동 322-7,아차산로76가길,일반인 개방,127.107341,37.547036,광장동
10400,서울특별시 광진구 광장동 322-10,구천면로,일반인 개방,127.10748,37.546911,광장동
10400,서울특별시 광진구 광장동 315-3,구천면로,일반인 개방,127.106767,37.546856,광장동
10400,서울특별시 광진구 광장동 326-12,아차산로,일반인 개방,127.106561,37.546987,광장동
10400,서울특별시 광진구 광장동 326-9,아차산로76가길,일반인 개방,127.106846,37.547126,광장동
10400,서울특별시 광진구 광장동 326-13,아차산로,일반인 개방,127.106775,37.547435,광장동
10400,서울특별시 광진구 광장동 334-2,아차산로,일반인 개방,127.107031,37.547573,광장동
10400,서울특별시 광진구 광장동 336-1,아차산로,일반인 개방,127.107225,37.547633,광장동
10400,서울특별시 광진구 광장동 326-6,아차산로76가길,일반인 개방,127.106979,37.54718,광장동
10400,서울특별시 광진구 광장동 317-1 광진빌딩,구천면로,일반인 개방,127.107299,37.546764,광장동
10400,서울특별시 광진구 광장동 148-4 워커힐푸르지오,아차산로78길,일반인 개방,127.108774,37.54966,광장동
10400,서울특별시 광진구 광장동 124 워커힐리버빌,아차산로78가길,일반인 개방,127.109716,37.549737,광장동
10400,서울특별시 광진구 광장동 125 워커힐 팰리스,아차산로78길,일반인 개방,127.10989,37.550159,광장동
10400,서울특별시 광진구 광장동 121 유진스웰,아차산로78길,일반인 개방,127.10936,37.550397,광장동
10400,서울특별시 광진구 광장동 118 동북아 스위트힐,아차산로78길,일반인 개방,127.109453,37.551183,광장동
10400,서울특별시 광진구 광장동 114 크레스코빌딩,아차산로78길,일반인 개방,127.109869,37.550697,광장동
10400,서울특별시 광진구 광장동 107 동북아 스위트힐아파트,아차산로78길,일반인 개방,127.109855,37.551645,광장동
10400,서울특별시 광진구 광장동 117 이성 리베바움,아차산로78길,일반인 개방,127.109555,37.551348,광장동
10400,서울특별시 광진구 광장동 105 워커힐현대빌,아차산로78길,일반인 개방,127.110402,37.551757,광장동
10400,서울특별시 광진구 광장동 102 현대골든텔,아차산로78길,일반인 개방,127.111015,37.551636,광장동
10400,서울특별시 광진구 광장동 108 효성리버카운티,아차산로78길,일반인 개방,127.110038,37.551404,광장동
